,Year,Month,AvgDryBulbTemp_Atlanta,AvgWetBulbTemp_Atlanta,AvgDewPointTemp_Atlanta,AvgHumidity_Atlanta,AvgSeaLevelPressure_Atlanta,AvgStationPressure_Atlanta,AvgWindspeed_Atlanta,Precipitation_Atlanta,DECADE
47,1951,12,281.2040621266429,279.16478494623675,276.2503584229388,73.54166666666667,30.154502688172098,29.109489247311796,9.205645161290322,8.36,1950
48,1952,1,282.7415471923537,280.29829749104,277.09422012860813,71.03629032258064,30.198776881720445,29.155443548387098,9.690860215053764,3.46,1950
49,1952,2,282.2001277139215,279.3153895274588,275.663569604087,68.51580459770115,29.998548850574743,28.962859195402313,9.889367816091953,4.49,1950
50,1952,3,283.8914874551974,280.0556152927126,275.3445937873366,60.55913978494624,30.013481182795648,28.981411290322587,10.98521505376344,8.610000000000001,1950
51,1952,4,289.2726851851857,284.36450617284004,279.6584876543208,57.334722222222226,30.008901251738504,28.993296244784425,10.838888888888889,1.92,1950
52,1952,5,294.9025388291521,290.0511350059744,286.6565710872162,63.446236559139784,29.96643817204306,28.967836021505416,9.256720430107526,3.9400000000000004,1950
53,1952,6,300.48950617283987,295.8351851851854,293.65154320987756,68.75138888888888,30.007499999999975,29.016680555555624,8.129166666666666,3.1100000000000003,1950
54,1952,7,300.5409796893673,294.4358422939076,291.2189964157714,60.10752688172043,30.114368279569888,29.12118279569898,8.26478494623656,1.2,1950
55,1952,8,298.11789127837574,294.6031063321392,292.73706690561636,74.53763440860214,30.02006720430114,29.025268817204328,7.643817204301075,7.050000000000001,1950
56,1952,9,294.6862654320992,290.9570987654325,288.4979938271606,70.18333333333334,30.0715138888889,29.06979166666674,7.813888888888889,1.6099999999999999,1950
57,1952,10,287.7744026284353,283.1074372759864,278.0813022700123,57.18279569892473,30.10884408602156,29.084758064516144,7.971774193548387,0.7500000000000001,1950
58,1952,11,284.40308641975435,280.5203703703704,275.54143872662667,60.22361111111111,30.12268055555552,29.087138888888894,9.177777777777777,2.12,1950
59,1952,12,279.3370395429263,277.2396105848751,274.26111111111135,73.51420838971583,30.133545331529078,29.085534506089324,10.431664411366711,5.93,1950
60,1953,1,281.5706989247313,279.680017921147,277.3099462365595,77.34811827956989,30.05248655913982,29.012217741935434,11.62231182795699,5.390000000000001,1950
61,1953,2,281.5015211640216,278.755985449736,275.09361772486835,68.17261904761905,30.11718330849476,29.07412816691506,12.398809523809524,5.949999999999999,1950
62,1953,3,285.52081839904486,281.91493428912827,277.7796296296304,65.09543010752688,30.071962365591414,29.041975806451614,11.884408602150538,3.41,1950
63,1953,4,288.5442901234572,284.5184129191785,280.6453703703707,63.39861111111111,29.919277777777722,28.904937413073725,11.920833333333333,6.86,1950
64,1953,5,295.9613799283158,292.0545698924737,289.7442353643971,71.45161290322581,29.990470430107493,28.990470430107468,9.62231182795699,3.5799999999999996,1950
65,1953,6,298.4401234567906,294.55200617284015,292.48641975308664,72.67083333333333,30.019541666666687,29.02548611111116,9.536111111111111,2.09,1950
66,1953,7,298.5248506571092,294.980943847074,293.1671744324981,74.63709677419355,30.059690860215113,29.063857526881797,8.776881720430108,4.380000000000001,1950
67,1953,8,298.89098998056016,294.0188500074784,291.4265066547036,66.27456258411844,30.047860026917984,29.05274562584125,7.03364737550471,1.6400000000000001,1950
68,1953,9,295.15540123456805,291.0998456790122,288.50879629629634,69.025,30.012291666666634,29.012666666666675,9.243055555555555,7.32,1950
69,1953,10,290.4673105720278,286.8015423779581,283.831511470986,68.55256064690028,30.08666666666667,29.071374663072724,8.10377358490566,0.09,1950
70,1953,11,283.98024691358097,280.4979938271609,276.40154320987705,64.05416666666666,30.173361111111117,29.13469444444446,7.034722222222222,1.3499999999999999,1950
71,1953,12,279.5605436081247,277.75498805256905,274.9243382682821,75.5241935483871,30.168857526881727,29.11880376344086,9.666666666666666,7.75,1950
72,1954,1,280.2639486260459,278.32547789725294,275.5618876941466,75.26344086021506,30.20845430107525,29.15784946236559,11.416666666666666,3.73,1950
73,1954,2,282.8411740354365,279.41202321724734,275.10976154992613,62.39195230998509,30.03450074515649,28.99894029850747,12.754098360655737,2.7,1950
74,1954,3,284.5657706093196,280.91583034647584,276.2413978494627,60.85349462365591,30.040188172043017,29.009489247311873,12.678763440860216,3.0700000000000003,1950
75,1954,4,291.5049382716054,287.8799382716054,285.01882716049454,69.83472222222223,30.16912499999997,29.15336111111114,9.3875,1.9100000000000001,1950
76,1954,5,291.0323178016732,286.8537037037038,283.3336917562729,64.85752688172043,29.995497311828018,28.985927419354915,8.916666666666666,3.3100000000000005,1950
77,1954,6,298.3782453637664,293.0984862894281,290.16537486130943,63.69472182596291,30.009300998573508,29.015363766048566,7.082738944365192,0.0,1950
78,1954,7,300.40063556153774,295.53821594137924,293.1522431583674,67.48183041722746,30.008586810228824,29.019327052489995,7.570659488559892,5.66,1950
79,1954,8,300.47302867383587,295.0436678614104,292.3166666666674,63.971774193548384,30.04197580645159,29.05165322580646,7.506720430107527,1.1400000000000001,1950
80,1954,9,298.3091716890747,292.16019935095153,288.3810307525887,57.447844228094574,30.047691237830286,29.053365785813664,6.7635605006954105,0.19,1950
81,1954,10,290.9875149342897,286.3399641577061,282.333094384708,60.125,30.131344086021507,29.114395161290346,9.454301075268818,0.16999999999999998,1950
82,1954,11,282.63996913580274,279.9949074074078,276.6808641975316,70.31388888888888,30.11868055555556,29.07991666666664,10.852777777777778,4.12,1950
83,1954,12,279.4851254480292,277.1658303464763,273.8496714456395,69.86290322580645,30.120295698924824,29.073534946236578,11.524193548387096,2.9299999999999997,1950
84,1955,1,279.30890083632045,276.98736559139786,273.52783751493484,69.61962365591398,30.106088709677405,29.059704301075286,10.568548387096774,5.0,1950
85,1955,2,281.7280423280431,279.1858796296302,275.69712301587344,68.98065476190476,30.215654761904787,29.168973214285725,10.227678571428571,3.98,1950
86,1955,3,286.20480884109963,282.899103942653,279.07965949820795,66.5524193548387,30.061008064516148,29.034422043010743,10.51747311827957,3.27,1950
87,1955,4,291.8897620151451,286.9894374903418,282.9854195642098,60.80111265646732,29.964150417827337,28.958356545960985,9.902642559109875,4.3100000000000005,1950
88,1955,5,295.50065710872184,290.7664874551973,287.4577956989255,65.40860215053763,29.997338709677436,28.999811827957036,8.491935483870968,2.43,1950
89,1955,6,295.650771604939,290.98641975308703,287.97638888888946,65.01527777777778,29.970458333333355,28.97308333333338,8.33611111111111,3.5300000000000002,1950
90,1955,7,298.4917077912376,295.50456856587493,294.0779198444763,78.7550471063257,30.04401076716018,29.048667563930106,6.668909825033647,6.3500000000000005,1950
91,1955,8,299.334289127838,295.5954898446839,293.83175029868596,73.86962365591398,29.952822580645172,28.963172043010733,6.506720430107527,1.54,1950
92,1955,9,296.81435185185234,292.7603395061733,290.43626543209916,70.50555555555556,30.048819444444486,29.050180555555578,7.729166666666667,0.92,1950
93,1955,10,289.38506571087237,285.5402329749106,281.8940262843493,65.64112903225806,30.052674731182808,29.034959677419373,9.676075268817204,1.21,1950
94,1955,11,283.4401234567901,280.1777777777782,275.83287037037087,63.97222222222222,30.120625000000057,29.08373611111116,12.429166666666667,2.71,1950
95,1955,12,279.31860812425384,276.7879928315418,272.80800477897276,65.93010752688173,30.213951612903227,29.16178763440859,12.538978494623656,1.08,1950
96,1956,1,278.1253584229396,275.6074372759862,271.7543906810039,66.77688172043011,30.07591397849458,29.02625000000005,14.830645161290322,1.88,1950
97,1956,2,283.49482758620724,281.20316091954027,278.44736211031193,74.93247126436782,30.082054597701113,29.046465517241423,12.846264367816092,6.57,1950
98,1956,3,285.04740143369224,281.5848864994034,277.52051971326216,64.25403225806451,30.08005376344089,29.048978494623714,13.51478494623656,5.930000000000001,1950
99,1956,4,289.16003086419806,284.6237654320989,280.2009259259271,59.333333333333336,29.98977746870648,28.973630041724594,14.11111111111111,5.18,1950
100,1956,5,295.4678016726409,290.8904420549588,287.9080645161291,65.86559139784946,30.117043010752646,29.11393817204297,10.975806451612904,2.6000000000000005,1950
101,1956,6,297.4538170298259,292.58361188486583,289.7401715345387,65.0500695410292,30.0443949930459,29.048064066852376,10.364394993045897,2.21,1950
102,1956,7,298.60372866127625,295.1468553459128,293.47719377059036,75.53099730458221,30.057250673854476,29.062870619946107,10.423180592991914,6.23,1950
103,1956,8,299.22004181601,294.88237753883016,292.71093189964193,70.00268817204301,30.0342204301076,29.04145161290332,9.149193548387096,1.1,1950
104,1956,9,294.85584547876584,290.926210625294,288.3623491615743,69.51622002820875,30.06864598025391,29.065980253878763,10.915373765867418,6.19,1950
105,1956,10,290.977127261852,288.019896814716,285.7199117691046,74.06460296096904,30.127294751009366,29.112341857335114,10.471063257065948,2.0,1950
106,1956,11,283.2174105067416,280.38461955679566,277.0357895552459,68.52301255230125,30.15221757322175,29.11348675034867,11.309623430962343,1.5499999999999998,1950
107,1956,12,285.2870967741936,282.81845878136266,280.2079450418167,74.06182795698925,30.141922043010776,29.109206989247316,11.58736559139785,3.1200000000000006,1950
108,1957,1,280.9807945041823,279.1013142174433,276.37132616487486,75.10618279569893,30.24278225806451,29.192916666666772,13.344086021505376,5.34,1950
109,1957,2,285.3796626984134,282.52086640211616,279.0759259259265,69.71279761904762,30.1119791666667,29.080520833333317,12.516369047619047,1.92,1950
110,1957,3,283.9116487455204,280.7672341696537,277.19495221027586,67.8736559139785,29.991559139784915,28.96052419354842,12.654569892473118,4.69,1950
111,1957,4,291.0836419753092,287.0450617283954,283.5728395061736,65.04722222222222,30.12283333333341,29.10709722222228,11.129166666666666,6.04,1950
112,1957,5,294.3702781516377,291.0348457622047,288.95305069537915,73.84118438761777,30.030699865410583,29.027722371967734,8.685060565275908,3.4000000000000004,1950
113,1957,6,298.0496913580252,294.62376543209945,292.9131172839512,75.4486111111111,29.997541666666706,29.003847222222227,9.044444444444444,3.0600000000000005,1950
114,1957,7,298.91836917562784,294.59041218638066,292.4047789725216,69.82661290322581,30.01728494623655,29.02409946236563,8.711021505376344,3.16,1950
115,1957,8,299.0191756272407,293.6219235364396,290.63805256869784,62.880376344086024,30.039637096774214,29.045725806451614,8.619623655913978,3.52,1950
116,1957,9,295.6739197530866,292.6368827160499,290.9848765432107,78.29027777777777,30.012888888888934,29.013263888888975,9.934722222222222,5.300000000000001,1950
117,1957,10,287.4301672640388,284.8487753882917,282.4854241338115,74.70564516129032,30.102715053763447,29.077567204301094,10.94758064516129,2.6900000000000004,1950
118,1957,11,284.90925925925984,282.62762345679045,279.95864197530926,74.95694444444445,30.095694444444476,29.06452777777778,10.919444444444444,6.699999999999999,1950
119,1957,12,281.0052097428957,278.65662451069,275.5421214854914,71.00541271989175,30.166224627875522,29.119905149051483,11.077131258457374,3.04,1950
120,1958,1,276.65731780167295,274.39327956989285,270.5939964157709,67.67204301075269,30.03564516129033,28.983615591397857,12.690860215053764,3.8900000000000006,1950
121,1958,2,275.97572751322775,273.2616071428576,268.1988491472102,60.70982142857143,30.010967261904767,28.95532738095242,15.199404761904763,5.91,1950
122,1958,3,282.78410991636855,280.17060931899675,277.05905017921197,71.19623655913979,29.946989247311873,28.914354838709695,11.260752688172044,5.1899999999999995,1950
123,1958,4,289.7464506172844,285.68935185185234,282.082870370371,65.61805555555556,29.953440111420637,28.940445062586964,11.791666666666666,4.5,1950
124,1958,5,294.39402628434925,290.4005973715655,287.81547192353656,69.0752688172043,29.98813172043014,28.98709677419357,7.935483870967742,4.11,1950
125,1958,6,297.815895061729,293.73105393293196,291.5489197530869,71.01944444444445,29.96468055555555,28.972489568845607,9.53888888888889,3.55,1950
126,1958,7,298.2769414575874,295.69629629629674,294.51051373954755,81.43145161290323,30.059032258064533,29.063279569892533,7.606182795698925,8.85,1950
127,1958,8,298.77126642771816,295.10564516129085,293.27619474313144,73.94220430107526,29.958870967741888,28.968319892473133,6.211021505376344,3.5600000000000005,1950
128,1958,9,296.0759259259266,291.94089506172855,289.42006172839524,69.11666666666666,30.047708333333336,29.048527777777807,8.608333333333333,3.0700000000000003,1950
129,1958,10,289.4462962962961,285.88596176822034,282.842353643967,68.24731182795699,30.093481182795724,29.07439516129033,7.841397849462366,1.7599999999999998,1950
130,1958,11,286.4979938271609,283.14074074074057,279.63996913580297,67.09027777777777,30.106361111111088,29.07820833333333,8.895833333333334,2.14,1950
131,1958,12,278.98408004778975,276.6871863799291,273.456152927121,70.64112903225806,30.185336021505385,29.132715053763427,9.864247311827956,2.55,1950
132,1959,1,278.65179211469575,276.4982676224619,272.99169653524535,70.3024193548387,30.16853494623652,29.11430107526878,10.224462365591398,3.41,1950
133,1959,2,281.54781746031773,279.214814814815,275.9815946348736,72.27529761904762,30.16026785714286,29.11495535714289,10.598214285714286,3.6100000000000003,1950
134,1959,3,283.45092592592624,280.2281063321392,276.29366786141014,65.53225806451613,30.05536290322582,29.020295698924762,12.879032258064516,6.61,1950
135,1959,4,290.38765432098853,286.19861111111146,282.4902777777786,64.6125,30.022375000000007,29.00938888888892,11.45,2.83,1950
136,1959,5,295.2022611560348,291.4331686133573,288.98632824198785,71.61455525606469,30.081185983827513,29.07933962264155,8.986522911051212,5.3500000000000005,1950
137,1959,6,297.7719135802471,293.6415123456801,291.4408950617289,70.27083333333333,29.984875000000006,28.991111111111113,8.177777777777777,2.04,1950
138,1959,7,298.6545733993109,295.2312715549568,293.55635777478034,76.02834008097166,30.070350877193018,29.07514170040489,6.92442645074224,3.2700000000000005,1950
139,1959,8,299.49035244922396,295.48796296296393,293.5644265232976,72.33467741935483,30.014516129032266,29.023736559139813,5.661290322580645,1.42,1950
140,1959,9,295.617592592593,292.8560185185184,291.349845679013,78.91805555555555,30.065986111111123,29.064638888888947,8.605555555555556,3.46,1950
141,1959,10,291.07936081242525,288.9295698924732,287.4488351254487,81.6975806451613,29.993750000000013,28.982392473118257,10.391129032258064,7.140000000000001,1950
142,1959,11,283.9694444444445,281.21250000000043,277.8652777777779,69.48333333333333,30.14713888888893,29.11041666666671,10.068055555555556,1.35,1950
143,1959,12,280.9733273596181,278.5323178016727,275.3326463560339,69.77822580645162,30.146196236559142,29.10141129032263,10.823924731182796,2.3099999999999996,1950
144,1960,1,279.76663679808877,277.8310422282124,274.9159796893673,74.24596774193549,30.14428763440859,29.09493261455527,11.258064516129032,10.16,1960
145,1960,2,279.3281609195406,276.793837803321,273.14760536398484,68.20402298850574,30.001795977011483,28.958362068965506,13.058908045977011,5.27,1960
146,1960,3,278.3391730222827,275.5763496336183,271.5326828174069,66.14804845222072,30.125666218034976,29.07388963660832,12.695827725437416,5.26,1960
147,1960,4,290.7495370370373,286.0574074074083,281.75262345679056,60.10138888888889,30.057263888888947,29.043888888888866,10.079166666666667,4.590000000000001,1960
148,1960,5,293.52634408602205,288.19411544788454,284.23945639187644,58.244623655913976,29.950336021505333,28.948102288021484,11.137096774193548,0.96,1960
149,1960,6,297.57049142327355,293.2550842219139,290.8891438726635,68.89429763560501,29.99488178025034,29.000723226703762,8.204450625869264,1.06,1960
150,1960,7,299.59190561529346,295.0608422939075,292.7990442054963,68.84005376344086,29.983924731182817,28.994153225806503,8.008064516129032,2.25,1960
151,1960,8,298.43300477897304,295.2982974910404,293.8145758661897,77.70430107526882,30.066276881720466,29.07115591397854,7.809139784946237,5.600000000000001,1960
152,1960,9,295.90308641975406,292.9046296296304,291.23950617284004,77.47916666666667,30.0242916666667,29.026152777777806,10.284722222222221,4.84,1960
153,1960,10,291.54531063321406,288.86460573476757,286.95525686977277,77.03091397849462,30.01149193548391,29.003346774193595,8.368279569892474,2.5700000000000003,1960
154,1960,11,284.44475308642063,280.9825617283952,277.0273148148151,63.4,30.18862499999999,29.150861111111116,9.938888888888888,0.89,1960
155,1960,12,277.8162186379932,274.3850657108725,268.4882616487461,54.68010752688172,30.27103494623656,29.21126344086019,11.969086021505376,2.46,1960
156,1961,1,276.61268879916315,273.71976222521323,268.7653731120087,60.158815612382234,30.18800807537011,29.128855989232896,13.78600269179004,1.7400000000000002,1960
157,1961,2,282.5192129629633,279.78194444444506,276.523015873016,69.41369047619048,30.119717261904775,29.07940476190479,13.498511904761905,12.77,1960
158,1961,3,285.83493560946454,282.36907756813434,278.5992362982939,64.84905660377359,30.022982456140355,28.997314439945974,12.39622641509434,7.33,1960
159,1961,4,286.74413580246943,282.46790123456844,277.9181965693091,58.484722222222224,29.96973611111111,28.947305555555573,13.313888888888888,5.010000000000001,1960
160,1961,5,291.7588709677421,288.182108721625,285.4790023894869,69.8225806451613,30.05069892473117,29.041491935483855,10.689516129032258,3.18,1960
161,1961,6,295.18626543209916,292.141512345679,290.411574074075,76.08611111111111,30.032513888888918,29.03170833333334,9.379166666666666,7.380000000000001,1960
162,1961,7,297.19868578255745,293.9713859020315,292.32712066905606,75.74193548387096,30.082231182795763,29.08341397849469,9.075268817204302,2.19,1960
163,1961,8,296.7372162485072,293.5106630824381,291.7917264038228,75.54435483870968,30.0852553763441,29.08701612903228,7.973118279569892,4.940000000000001,1960
164,1961,9,295.53040123456856,292.0759259259258,290.0219135802473,72.8638888888889,30.09377777777775,29.0911666666667,8.656944444444445,1.68,1960
165,1961,10,289.00125448028695,284.53440860215085,280.35878136200785,59.79435483870968,30.134086021505404,29.112459677419352,9.022849462365592,0.07,1960
166,1961,11,285.6924382716052,282.7541666666673,279.36296296296354,69.03611111111111,30.12038888888889,29.090791666666707,10.233333333333333,2.3899999999999997,1960
167,1961,12,279.4310103743801,277.2997519170051,274.11602014734694,71.87686062246279,30.138780487804926,29.090338294993245,9.510148849797023,9.83,1960
168,1962,1,277.9924432497015,276.01887694145785,272.89387694145796,72.45564516129032,30.210834454912515,29.153548387096773,10.370967741935484,5.23,1960
169,1962,2,283.0276455026454,280.3606308991555,277.0695230998512,70.87928464977645,30.07294642857143,29.036755952380986,10.044642857142858,5.090000000000001,1960
170,1962,3,281.830555555556,279.0072281959385,275.4356929510159,68.23924731182795,30.014112903225787,28.97741935483871,10.833333333333334,6.720000000000001,1960
171,1962,4,287.28271604938294,283.65077160493826,279.7040123456794,64.88333333333334,30.092277777777777,29.067583333333328,8.452777777777778,5.960000000000001,1960
172,1962,5,296.62072879330975,291.916427718041,289.1140083632023,65.50537634408602,30.06162634408599,29.063467741935437,6.530913978494624,0.38,1960
173,1962,6,296.7348765432107,293.8976851851861,292.4354938271609,78.86111111111111,30.00069444444446,29.004291666666706,6.363888888888889,4.390000000000001,1960
174,1962,7,298.47855436081323,295.36400836320246,293.8593787335726,77.91129032258064,30.00680107526879,29.003413978494624,5.94758064516129,5.25,1960
175,1962,8,297.4675029868583,293.5957885304665,291.52589605734784,72.06720430107526,30.019395161290298,28.952903225806427,6.103494623655914,1.21,1960
176,1962,9,293.82901234567953,290.37222222222255,288.0705246913585,72.45833333333333,30.05008333333334,28.97438888888884,6.3277777777777775,3.5100000000000002,1960
177,1962,10,289.901045400239,286.0517323775395,282.3375746714458,64.83064516129032,30.061989247311836,28.97603494623659,6.263440860215054,1.53,1960
178,1962,11,282.58904320987716,279.7333333333337,276.15231481481493,67.85555555555555,30.101708333333352,28.99862500000004,8.308333333333334,6.19,1960
179,1962,12,277.6877837514942,275.4371863799288,271.5348566308245,68.48924731182795,30.145228494623723,29.029798387096722,9.915322580645162,2.34,1960
180,1963,1,275.8650537634409,273.7145281890242,269.46224764468394,66.12113055181696,30.151142473118266,29.0316129032258,8.381720430107526,5.1,1960
181,1963,2,276.8627976190477,273.59560185185256,267.5133051829774,55.25,30.074568452380976,28.9603571428571,10.348214285714286,3.2399999999999998,1960
182,1963,3,286.65955794504214,282.0500896057351,276.73646953405034,56.01075268817204,30.100040322580654,29.006438172043016,7.853494623655914,5.92,1960
183,1963,4,290.30046296296365,285.80817901234616,281.6438271604941,61.480555555555554,30.02458333333334,28.942152777777782,7.873611111111111,5.85,1960
184,1963,5,293.4595558546435,289.75311051293613,287.1861896216543,69.85329744279946,30.086527590848007,29.0097173620458,7.067294751009421,4.66,1960
185,1963,6,296.40848765432173,293.23873456790193,291.50725308642023,77.12361111111112,29.99552777777773,28.928013888888863,6.3694444444444445,6.68,1960
186,1963,7,296.88015873015917,294.50369871218993,293.30124288709266,82.07412398921834,30.039959568733106,28.97138814016172,5.943396226415095,6.880000000000001,1960
187,1963,8,298.1529868578259,294.8644563918758,293.28515531660685,76.38844086021506,30.01090053763449,28.947043010752658,5.897849462365591,0.8799999999999999,1960
188,1963,9,294.3459876543217,291.04814814814836,289.0358024691365,74.11527777777778,30.05395833333334,28.97959722222226,6.722222222222222,5.1899999999999995,1960
189,1963,10,290.98527479092104,286.55203106332186,282.81397849462377,62.20967741935484,30.155994623655896,29.070752688172046,6.498655913978495,0.0,1960
190,1963,11,283.6808641975311,280.8668209876555,277.5033950617292,69.31944444444444,30.098166666666668,28.998680555555538,7.7875,3.8099999999999996,1960
191,1963,12,274.79426523297525,272.5108124253289,268.1746415770614,65.20698924731182,30.167594086021445,29.04581989247312,8.78763440860215,5.800000000000001,1960
