,Year,Month,AvgDryBulbTemp_NewYork,AvgWetBulbTemp_NewYork,AvgDewPointTemp_NewYork,AvgHumidity_NewYork,AvgSeaLevelPressure_NewYork,AvgStationPressure_NewYork,AvgWindspeed_NewYork,Precipitation_NewYork,DECADE
31,1950,8,295.8187574671453,292.18524492234235,289.8420549581848,71.04838709677419,30.036559139784956,29.976720430107534,10.075268817204302,4.680000000000001,1950
32,1950,9,291.2773148148152,288.16851851851874,285.67854938271677,71.80416666666666,30.080833333333324,30.021069444444453,10.819444444444445,2.02,1950
33,1950,10,288.60026881720495,285.59175627240137,282.8890459099748,71.06048387096774,30.08794354838709,30.028091397849444,11.038978494623656,2.13,1950
34,1950,11,282.53888888888963,279.90925925926007,276.6268518518524,68.39444444444445,29.98056944444443,29.92073611111111,14.355555555555556,6.609999999999999,1950
35,1950,12,275.2181100586385,273.3101262967977,269.68886633589,68.3870094722598,30.0234370771313,29.96362652232746,13.411366711772665,5.040000000000001,1950
36,1951,1,275.85534647550855,273.60773596176864,269.5642771804069,65.12768817204301,30.088104838709622,30.02813172043016,14.538978494623656,4.26,1950
37,1951,2,275.4292658730158,273.2252314814815,268.91388888888986,64.88690476190476,30.174375,30.114404761904716,15.410714285714286,4.06,1950
38,1951,3,278.6308841099169,276.15328554360894,272.1740442054961,65.98118279569893,30.03247311827956,29.972594086021488,16.641129032258064,6.98,1950
39,1951,4,284.57361111111146,281.0450617283955,276.91448771441844,62.275,29.92354166666666,29.863819444444452,12.905555555555555,2.56,1950
40,1951,5,289.92045997610563,285.42449223417,281.24214456391985,61.284946236559136,29.894637096774225,29.8346505376344,11.807795698924732,5.46,1950
41,1951,6,293.9231481481486,290.2171296296298,287.6523148148154,69.7125,29.97106944444442,29.91112500000001,10.570833333333333,2.64,1950
42,1951,7,297.5764991775092,293.00120382832364,290.23389412292545,66.11843876177659,29.98637954239567,29.92646029609689,9.7092866756393,3.7600000000000002,1950
43,1951,8,296.56024492234206,292.6974910394273,290.2714157706095,70.0241935483871,29.98983870967742,29.929744623655893,9.881720430107526,2.97,1950
44,1951,9,293.2086419753092,289.2395061728401,286.15077160493854,66.43194444444444,30.067847222222245,30.007902777777776,11.333333333333334,1.01,1950
45,1951,10,288.1791218637998,285.01902628434885,281.96197729988063,68.61155913978494,30.131465053763453,30.07151881720434,13.387096774193548,4.42,1950
46,1951,11,279.6530864197536,276.77268518518565,272.13996913580274,61.03611111111111,30.096138888888902,30.03598611111109,13.67361111111111,7.920000000000002,1950
47,1951,12,277.04635603345326,274.69420549581895,270.26768219832775,63.62096774193548,30.102943548387113,30.042715053763455,12.524193548387096,5.25,1950
48,1952,1,275.693309438471,273.81084229390683,270.25274790920025,69.18010752688173,30.09080645161291,30.03087365591398,13.403225806451612,5.5,1950
49,1952,2,275.53186462324504,273.19709450830163,268.88674968071547,63.71551724137931,29.937227011494198,29.87728448275866,16.761494252873565,2.6100000000000003,1950
50,1952,3,277.55038829151704,275.2415471923541,271.59683393070543,67.59408602150538,29.98267473118277,29.922661290322623,14.901881720430108,5.300000000000001,1950
51,1952,4,285.5836419753085,282.0435185185193,278.24336419753143,65.45833333333333,29.954347222222204,29.89434722222222,13.093055555555555,6.579999999999999,1950
52,1952,5,288.8491176910427,284.5504785404522,280.339322566173,60.75370121130552,29.894172274562557,29.83419919246296,13.386271870794078,5.46,1950
53,1952,6,296.2407124092113,291.36279554937465,288.26590171534576,63.26425591098748,29.90577190542418,29.845813630041754,12.43115438108484,3.98,1950
54,1952,7,299.480645161291,294.3275686977304,291.42583632019205,63.780913978494624,30.07333333333335,30.013615591397816,11.62231182795699,4.659999999999999,1950
55,1952,8,296.9253882915176,293.05890083632113,290.66045400239017,70.38844086021506,30.036639784946285,29.976491935483853,11.42741935483871,6.44,1950
56,1952,9,294.05895061728404,290.042746913581,287.2688271604948,67.35,30.08206944444443,30.02209722222228,11.756944444444445,2.45,1950
57,1952,10,286.3481780167263,282.522013142175,278.3792413381129,60.95161290322581,30.046653225806445,29.986612903225865,15.897849462365592,0.86,1950
58,1952,11,282.5080246913586,279.7587962962966,276.2271604938273,66.96388888888889,30.098208333333353,30.03833333333333,14.370833333333334,2.9299999999999997,1950
59,1952,12,277.1478950533759,274.9895729965423,271.3645542023759,67.82273342354533,30.07127198917455,30.01128552097427,17.56292286874154,4.51,1950
60,1953,1,276.46615890083655,274.72183393070543,271.65605652759155,73.10349462365592,30.001197846567933,29.940510752688244,13.814516129032258,5.5,1950
61,1953,2,277.00664682539747,274.2073743386248,269.23208955223936,59.45386904761905,30.003794642857137,29.94385416666668,16.37202380952381,2.56,1950
62,1953,3,279.40224014336934,276.98512544802895,272.9618279569893,66.61021505376344,30.028048452220723,29.968467741935452,13.688172043010752,8.73,1950
63,1953,4,284.2788580246922,280.5450617283951,276.0751543209887,60.56388888888889,29.805361111111118,29.745374999999992,14.531944444444445,5.970000000000001,1950
64,1953,5,289.9122461170857,286.77156511350086,284.2349761051375,72.02956989247312,29.93429340511442,29.87428763440857,10.17741935483871,4.46,1950
65,1953,6,296.0049382716054,290.83981481481527,287.3691358024695,60.955555555555556,30.011319444444442,29.95134722222227,11.166666666666666,1.77,1950
66,1953,7,298.19037685060624,292.6931434125924,289.34796346211493,60.427994616419916,30.017913862718725,29.95795423956926,11.617765814266487,4.6499999999999995,1950
67,1953,8,297.28978494623715,292.1956989247313,289.0639784946242,63.0994623655914,30.040927419354805,29.980940860215057,10.55510752688172,3.0300000000000002,1950
68,1953,9,294.1546296296304,289.6922654921959,286.3745370370376,63.665277777777774,30.037069444444477,29.977134909596632,12.0375,1.88,1950
69,1953,10,288.82577658303484,285.11161887694203,281.6386499402633,65.22983870967742,30.072567204301045,30.012580645161307,9.922043010752688,0.6400000000000001,1950
70,1953,11,282.94552469135874,279.94166666666746,276.27191358024726,66.21388888888889,30.123097222222217,30.063111111111123,9.901388888888889,0.0,1950
71,1953,12,278.545758661888,275.86132019115917,271.4109020310638,62.168010752688176,30.01930107526875,29.959247311827973,14.803763440860216,0.0,1950
72,1954,1,272.72213261648807,270.799342891279,266.51544205495844,64.9986559139785,30.11611559139785,30.056129032258074,12.471774193548388,0.0,1950
73,1954,2,277.70026455026516,275.03905423280463,270.5797288359795,62.24404761904762,29.94308035714284,29.883154761904727,12.199404761904763,0.0,1950
74,1954,3,278.610722819594,275.23183990442095,269.4179211469541,54.770161290322584,29.91021534320325,29.850215343203214,16.259408602150536,0.0,1950
75,1954,4,284.7533950617287,281.51882716049425,277.7296631123481,65.05972222222222,30.18088888888887,30.12095833333332,13.505555555555556,0.0,1950
76,1954,5,288.44719235364437,284.5606019766402,280.93375953342354,64.27052489905788,29.936581426648683,29.876864064603062,12.876344086021506,0.0,1950
77,1954,6,294.7263888888895,289.9733024691368,286.65771604938294,62.80416666666667,29.940111111111108,29.88012499999998,11.520833333333334,0.0,1950
78,1954,7,297.68778375149407,292.29501194743193,288.9646654719242,61.00403225806452,29.924879032258065,29.864932795698884,7.682795698924731,0.0,1950
79,1954,8,295.98900836320286,291.54008363201973,288.65029868578284,65.63306451612904,29.95694481830415,29.897012113055226,8.935483870967742,0.0,1950
80,1954,9,293.02731481481584,289.4771604938269,286.9192901234575,69.89305555555555,30.017749999999953,29.95776388888899,8.990277777777777,0.0,1950
81,1954,10,289.78903823178047,286.1249103942656,282.70869175627274,64.98252688172043,30.051774193548365,29.991827956989233,12.897849462365592,0.0,1950
82,1954,11,281.24490740740794,278.6430555555561,275.0435185185189,67.29583333333333,30.050847222222153,29.990847222222236,13.551388888888889,1.53,1950
83,1954,12,275.7739545997614,273.3426523297498,268.84817801672693,61.85618279569893,29.9800940860215,29.9200940860215,17.266129032258064,4.42,1950
84,1955,1,272.82069892473186,270.20943847072976,264.30068697730053,54.53763440860215,29.96865591397852,29.908790322580703,16.172043010752688,0.8500000000000001,1950
85,1955,2,274.7100198412699,272.7473875661378,268.8808201058208,67.20238095238095,30.21494047619043,30.1549255952381,12.755952380952381,3.1300000000000003,1950
86,1955,3,278.44121863799336,275.41553166069303,270.4857228195944,60.534946236559136,29.936465053763463,29.876397849462332,16.181451612903224,4.78,1950
87,1955,4,284.72561728395095,281.3591049382721,277.5219135802466,65.84166666666667,29.943347222222226,29.88338888888893,14.181944444444444,2.73,1950
88,1955,5,291.2141543292959,286.5386645730529,282.36084156933265,59.65006729475101,29.98010767160159,29.920134589502048,11.711978465679676,1.7200000000000002,1950
89,1955,6,294.1276234567906,289.65000000000106,286.59212962962965,64.84166666666667,29.91944444444444,29.859569444444478,11.044444444444444,2.02,1950
90,1955,7,299.8898446833935,294.6844982078857,291.94480286738406,64.29435483870968,30.012836021505365,29.95280913978495,10.579301075268818,0.8200000000000001,1950
91,1955,8,298.69734169653583,294.5153357260362,292.2681302270016,69.94623655913979,29.995443548387083,29.93554508748313,12.942204301075268,16.05,1950
92,1955,9,293.38611111111175,289.56820987654373,286.6291666666668,67.45833333333333,30.13030555555558,30.0703194444444,11.35,2.71,1950
93,1955,10,289.094593787336,285.84414575866265,282.80427120669134,68.58467741935483,29.994381720430063,29.934381720430107,12.888440860215054,7.16,1950
94,1955,11,280.3891975308645,277.60061728395095,273.56570081903925,63.92916666666667,29.948819444444457,29.888916666666663,14.397222222222222,4.5,1950
95,1955,12,272.5787634408606,270.3333930704903,265.4207586618884,60.026881720430104,30.136397849462345,30.07645161290323,13.759408602150538,0.31,1950
96,1956,1,273.5868279569895,271.58936678614145,267.4451015531663,65.54435483870968,29.919865591397844,29.85993279569893,17.587365591397848,1.6,1950
97,1956,2,275.85194763729294,273.5872501998401,269.4039910600262,65.36781609195403,30.015617816091975,29.95520863309349,15.133620689655173,1.1700000000000002,1950
98,1956,3,276.398207885305,273.8012636458813,269.176732377539,62.63306451612903,30.00434724091524,29.944374158815624,16.528225806451612,0.0,1950
99,1956,4,281.8621913580251,278.8066358024692,274.8174393447693,64.33333333333333,29.901194444444457,29.841194444444444,14.4125,2.0,1950
100,1956,5,287.74378733572337,283.7593189964159,279.6464157706094,61.09543010752688,30.082540322580645,30.02255376344087,13.815860215053764,2.5700000000000003,1950
101,1956,6,295.4246913580254,290.6615740740741,287.5589506172839,63.80833333333333,29.998097222222228,29.938097222222233,10.193055555555556,2.7800000000000002,1950
102,1956,7,296.33473715651195,292.10609318996507,289.5187275985666,67.88306451612904,29.986680107526862,29.926706989247315,11.271505376344086,4.15,1950
103,1956,8,296.90746714456486,292.31741338112414,289.49483273596223,65.50806451612904,29.969865591397827,29.90986559139788,11.061827956989248,3.06,1950
104,1956,9,291.6947530864204,288.1754629629628,285.3174382716055,68.64583333333333,30.076138888888913,30.01613888888888,12.55,2.1100000000000003,1950
105,1956,10,287.8333930704898,284.69719235364465,281.65507765830415,68.78225806451613,30.242284946236516,30.182338709677452,12.849462365591398,4.94,1950
106,1956,11,281.7325617283955,278.8652777777784,274.8073945294395,63.826388888888886,30.0588055555555,29.998819444444432,12.9125,2.89,1950
107,1956,12,278.55621266427744,276.5856332138597,273.52783751493473,71.96236559139786,30.01809139784948,29.958091397849486,13.272849462365592,3.58,1950
108,1957,1,271.7738052568708,269.83085424133833,265.1646356033457,63.053763440860216,30.171639784946244,30.111706989247338,13.754032258064516,1.8600000000000003,1950
109,1957,2,276.2237433862432,274.09246031746045,270.3151785714289,67.37797619047619,30.13903273809524,30.079047619047618,12.357142857142858,2.18,1950
110,1957,3,278.7862007168466,275.6806152927118,270.80755675029894,60.483870967741936,29.935551075268815,29.875551075268792,13.71236559139785,2.45,1950
111,1957,4,284.506481481482,281.0550925925929,276.88589862463317,63.59166666666667,30.10129166666661,30.04129166666669,13.8625,5.700000000000001,1950
112,1957,5,290.28336320191227,285.5984767025089,281.3414575866196,59.30779569892473,30.01954301075274,29.959543010752647,13.978494623655914,2.92,1950
113,1957,6,296.15231481481584,291.9432098765443,289.3212962962972,67.70277777777778,29.97465277777779,29.914652777777757,11.929166666666667,1.6400000000000001,1950
114,1957,7,298.1163978494629,292.0709976105144,288.2112305854244,56.483870967741936,29.940268817204313,29.880295698924787,12.21236559139785,1.32,1950
115,1957,8,296.0801075268822,291.10250896057363,287.79680406212674,61.91263440860215,30.023427419354814,29.963427419354854,10.581989247311828,2.43,1950
116,1957,9,294.1955246913583,289.95478395061775,286.7464506172849,64.57916666666667,30.074930555555532,30.01493055555554,11.469444444444445,4.4,1950
117,1957,10,286.94928315412216,283.36580047789846,279.6329749103948,63.44758064516129,30.106397849462425,30.046384408602187,13.672043010752688,3.7299999999999995,1950
118,1957,11,282.98564814814847,279.8050925925934,275.44938271604985,61.90138888888889,30.038597222222194,29.97859722222225,14.568055555555556,4.17,1950
119,1957,12,278.20938956547917,275.8082468801691,271.9276274244474,65.96346414073072,30.063545331529127,30.003545331529086,14.933694181326116,5.25,1950
120,1958,1,273.2851553166075,271.31606929510167,267.0627837514941,65.10483870967742,29.89758064516128,29.837567204301102,16.169354838709676,5.23,1950
121,1958,2,270.89553571428615,268.79814814814824,263.8113756613765,60.35863095238095,29.75110119047617,29.691130952381,17.889880952380953,5.47,1950
122,1958,3,277.57129629629657,275.15642174432537,271.3459378733581,66.51881720430107,29.907956989247314,29.84797043010755,16.341397849462364,4.05,1950
123,1958,4,284.2271604938278,280.6430555555553,276.2873456790129,62.09583333333333,29.968347222222217,29.90831944444445,14.555555555555555,7.24,1950
124,1958,5,288.1022102747909,284.5344086021509,281.1169508000606,66.9489247311828,29.99879032258064,29.938803763440827,12.138440860215054,4.720000000000001,1950
125,1958,6,292.50570987654316,288.1638888888898,284.69475308642,64.11944444444444,29.935777777777847,29.875791666666622,11.848611111111111,2.61,1950
126,1958,7,297.6460370868858,293.7287348586814,291.5356736952301,71.0349932705249,29.97800807537019,29.91799461641993,9.508748317631225,3.6,1950
127,1958,8,296.91775833707237,292.7118363989838,290.16136533572626,68.01615074024227,29.93464959568734,29.874804845222076,9.080753701211306,3.37,1950
128,1958,9,293.01342592592624,289.1129629629635,286.2016975308647,66.9875,30.037388888888906,29.977416666666684,11.008333333333333,4.050000000000001,1950
129,1958,10,286.36161887694226,283.1813620071691,279.90925925925956,67.57661290322581,30.055833333333325,29.995846774193566,11.58736559139785,6.910000000000001,1950
130,1958,11,282.44552469135834,279.18703703703795,274.69861111111135,61.125,30.022666666666662,29.9626805555555,12.748611111111112,1.97,1950
131,1958,12,272.0874253285545,269.82786738351274,264.6971923536441,58.97849462365591,30.154623655913976,30.09466397849466,13.489247311827956,1.56,1950
132,1959,1,272.86923536439724,270.7418458781365,265.99572879330975,62.05913978494624,29.995752688172054,29.935766129032256,17.541666666666668,2.58,1950
133,1959,2,273.23101851851874,271.10882936508006,266.2750000000002,62.688988095238095,30.093586309523808,30.033601190476183,14.181547619047619,2.0100000000000002,1950
134,1959,3,277.40029868578296,274.45152329749146,269.2028673835129,59.861559139784944,29.988803763440863,29.928790322580642,16.53835800807537,4.79,1950
135,1959,4,284.42160493827225,280.61682098765425,276.0328619996913,61.34861111111111,29.982513888888935,29.922513888888894,14.876388888888888,2.38,1950
136,1959,5,291.19770450127174,286.7113877673104,282.73725886047635,60.82099596231494,30.076500672947496,30.016514131897708,12.522207267833108,1.11,1950
137,1959,6,294.8753086419755,290.3429012345683,287.1885802469134,65.20555555555555,29.920874999999967,29.860916666666704,12.26388888888889,4.760000000000001,1950
138,1959,7,297.5914575866195,293.7705197132626,291.5199223416973,71.57661290322581,30.090201612903183,30.03020161290324,11.384408602150538,3.37,1950
139,1959,8,298.49946236559174,293.7869474313033,291.10026881720495,66.17338709677419,30.001209677419357,29.941209677419327,11.568548387096774,4.17,1950
140,1959,9,295.3143518518527,290.87993827160585,287.63688271605025,64.53333333333333,30.14205555555552,30.082055555555538,11.188888888888888,1.4200000000000002,1950
141,1959,10,288.6644862604543,285.59698327359615,282.6280465949823,69.29569892473118,30.010618279569893,29.95063172043009,13.915322580645162,4.74,1950
142,1959,11,281.2708468552,278.7534615978986,275.1602135561749,67.26425591098749,30.091432545201698,30.031446453407533,15.692628650904034,4.13,1950
143,1959,12,277.1098267622461,274.89283154121904,271.14581839904423,67.74731182795699,30.092271505376317,30.032271505376368,16.982526881720432,5.0,1950
144,1960,1,274.33876941457623,272.16600119635194,267.93345280764703,64.4986559139785,30.053082099596246,29.99335127860028,17.809139784946236,2.77,1960
145,1960,2,275.6124840357604,273.16676245210806,268.6345146871012,62.333333333333336,29.882313218390806,29.822341954023006,16.788793103448278,5.76,1960
146,1960,3,273.94077060931954,271.48632421115644,266.37117541498486,59.88021534320323,30.017930107526908,29.957916666666705,16.22043010752688,3.36,1960
147,1960,4,284.8830246913584,281.22793209876573,277.0404320987657,62.59166666666667,29.99973611111111,29.93975,12.426388888888889,2.81,1960
148,1960,5,289.69868578255716,286.1189366786147,283.03201911589025,68.0510752688172,29.942647849462386,29.88267473118281,11.370967741935484,3.39,1960
149,1960,6,295.15308641975344,290.34135802469166,286.86271828156436,62.888888888888886,29.980222222222245,29.920222222222254,11.315277777777778,1.9900000000000002,1960
150,1960,7,296.79247311827976,291.8634109916379,288.678673835126,62.96639784946237,29.9736827956989,29.913709677419373,11.729475100942127,9.27,1960
151,1960,8,296.6685185185188,293.1156511350062,291.0532258064528,72.56720430107526,30.035631720430125,29.975618279569936,10.926075268817204,5.88,1960
152,1960,9,292.8884259259266,289.5404320987665,287.1515432098768,71.81388888888888,30.088125000000005,30.028138888888865,11.38888888888889,7.609999999999999,1960
153,1960,10,287.660902031064,283.7787335722823,279.90552568697774,62.248655913978496,30.000793010752684,29.94083333333336,13.684139784946236,2.42,1960
154,1960,11,283.31820987654345,279.8814814814817,275.5095679012349,60.8125,30.077194444444405,30.017194444444492,12.429166666666667,2.72,1960
155,1960,12,273.0185782556753,270.55442054958286,265.4162783751496,58.5255376344086,30.16009408602149,30.10012096774196,13.915322580645162,3.1900000000000004,1960
156,1961,1,270.9860215053764,268.9101553166073,264.01842891278415,60.88709677419355,30.048884408602174,29.98892328398388,15.53494623655914,3.2,1960
157,1961,2,275.3234457671957,273.26160714285714,269.4595238095242,67.48065476190476,30.097008928571398,30.03699404761905,13.663690476190476,4.1,1960
158,1961,3,277.7355734767032,274.9219534050189,270.24154719235435,61.87231182795699,29.995033647375532,29.93511440107674,13.236559139784946,5.04,1960
159,1961,4,282.0234567901238,278.7966049382722,274.59614670380705,63.00972222222222,29.801347222222255,29.741388888888878,14.64861111111111,7.42,1960
160,1961,5,287.48841099163775,283.8885005973722,280.18255675029906,66.05510752688173,30.02985215053763,29.969838709677447,11.881720430107526,3.97,1960
161,1961,6,294.8027777777782,290.3552469135808,287.30277777777764,65.01527777777778,29.971902777777753,29.912013888888886,10.405555555555555,2.7600000000000002,1960
162,1961,7,297.2711170848268,293.1724014336914,290.78739545997655,69.88172043010752,29.982768817204267,29.924583333333352,10.396505376344086,5.47,1960
163,1961,8,296.8272842829375,292.8411918648129,290.470173470914,69.66352624495289,30.080915208613796,30.02092866756387,10.866756393001346,3.37,1960
164,1961,9,296.086728395062,292.21558641975355,289.77114197530875,69.42777777777778,30.06749999999999,30.00765277777775,13.052777777777777,1.93,1960
165,1961,10,288.465860215054,285.193010752689,282.15686977299936,68.3010752688172,30.044999999999973,29.985000000000014,13.899193548387096,2.05,1960
166,1961,11,282.106018518519,279.37145061728404,275.5921296296302,66.0111111111111,30.070000000000057,30.009999999999994,16.190277777777776,2.49,1960
167,1961,12,275.30305969027245,273.1845812659754,269.2287413429697,66.62922868741542,30.030541271989204,29.970541271989138,16.355886332882275,3.5199999999999996,1960
168,1962,1,273.4277777777782,271.185394265233,266.35512820512866,61.08467741935484,30.134905913978503,30.074892473118275,16.580645161290324,2.59,1960
169,1962,2,272.36626984126985,270.88313492063537,267.418353174604,72.04315476190476,30.09699404761902,30.036994047619025,14.736607142857142,4.08,1960
170,1962,3,277.91105137395493,274.83981481481516,269.7083930704902,58.50268817204301,29.983803763440882,29.923803763440926,17.245967741935484,2.59,1960
171,1962,4,283.91929012345696,280.068981481482,275.246275691547,59.455555555555556,29.996777777777787,29.936791666666686,12.991666666666667,2.71,1960
172,1962,5,290.0750298685789,285.65821385902086,281.5311230585427,61.11290322580645,30.071706989247303,30.011720430107523,10.862903225806452,1.0299999999999998,1960
173,1962,6,295.4740740740748,290.58904320987654,287.2626543209885,62.46666666666667,30.01747222222216,29.957472222222208,10.08611111111111,4.2700000000000005,1960
174,1962,7,295.98154121863854,290.85683990442135,287.3144265232979,60.98118279569893,29.953252688172043,29.893252688172016,10.330645161290322,1.38,1960
175,1962,8,295.4334528076465,291.75961768219884,289.43210872162473,70.5752688172043,30.026962365591416,29.966962365591396,9.918010752688172,5.09,1960
176,1962,9,291.22021604938294,287.5427469135804,284.47098765432105,66.68055555555556,30.053125,29.99312500000004,10.933333333333334,3.02,1960
177,1962,10,287.14193548387124,283.85340501792194,280.4193285479293,66.47043010752688,29.986424731182794,29.934489247311753,10.022849462365592,2.38,1960
178,1962,11,279.5234567901238,276.6214506172847,272.27114197530943,61.88055555555555,30.100055555555567,30.04781944444445,10.444444444444445,3.9600000000000004,1960
179,1962,12,272.6064564564571,270.89399399399474,266.9893393393397,67.96621621621621,30.030959459459428,29.97644594594599,13.732432432432432,2.03,1960
180,1963,1,271.6371565113504,269.9249402628438,265.85534647550844,66.85887096774194,30.08508064516128,30.030685483870954,11.958333333333334,2.18,1960
181,1963,2,270.8021164021172,268.6154431216936,262.93009259259316,57.214285714285715,30.02971726190472,29.97444940476189,14.376488095238095,2.46,1960
182,1963,3,278.31726403823205,275.4043309438477,270.93897849462417,61.954301075268816,30.015268817204298,29.963077956989256,12.393817204301076,3.25,1960
183,1963,4,283.852932098766,279.03888888888923,272.5195987654325,49.21111111111111,29.893652777777742,29.84120833333337,13.540277777777778,1.56,1960
184,1963,5,288.899701314218,284.4216547192357,280.13178016726465,59.30779569892473,30.060161507402437,30.00781965006731,11.870967741935484,1.82,1960
185,1963,6,294.5581790123459,289.93086419753126,286.6739197530868,64.02361111111111,29.95119444444449,29.89887499999996,10.247222222222222,1.4300000000000002,1960
186,1963,7,297.4884109916372,292.4032855436088,289.21705495818384,62.653225806451616,29.949462365591376,29.897190860215012,10.584677419354838,1.7900000000000003,1960
187,1963,8,295.84713261648795,291.13237753882987,287.9745221027485,62.75672043010753,29.950524193548386,29.898158602150556,10.915322580645162,4.24,1960
188,1963,9,291.57283950617335,287.22793209876534,283.56975308642075,62.076388888888886,30.0955694444444,30.04329166666669,11.966666666666667,3.5300000000000002,1960
189,1963,10,289.1744922341702,284.74199522102793,280.4618279569895,59.11827956989247,30.10313172043012,30.05051075268818,10.416666666666666,0.06,1960
190,1963,11,283.4347222222223,280.5211419753088,276.8745370370373,65.95416666666667,29.946680555555577,29.89425,12.633333333333333,7.32,1960
191,1963,12,272.3958183990448,270.3333930704908,265.85609318996427,62.57392473118279,30.051868279569945,29.998064516129034,12.954301075268818,2.13,1960
192,1964,1,274.5314217443253,272.003046594983,266.89178614097983,58.928763440860216,29.98776881720428,29.93436827956992,14.063172043010752,4.21,1960
193,1964,2,273.31123882503186,270.78729246487916,265.53425925925956,58.020114942528735,29.837298850574705,29.78423850574714,15.004310344827585,2.4000000000000004,1960
194,1964,3,278.88178016726437,276.24363799283134,272.18599163679886,64.87768817204301,29.980860215053752,29.928682795698922,13.202956989247312,2.1399999999999997,1960
195,1964,4,282.79120370370424,280.18009259259276,276.89305555555626,69.74583333333334,30.13252777777776,30.080666666666648,11.129166666666666,5.119999999999999,1960
196,1964,5,291.55576463560357,286.31158900836374,281.91866786140974,56.31182795698925,30.010618279569876,29.958508064516142,11.940860215053764,0.43000000000000005,1960
