,Year,Month,MaxDryBulbTemp_Cincinnati,MaxWetBulbTemp_Cincinnati,MaxDewPointTemp_Cincinnati,MaxHumidity_Cincinnati,MaxSeaLevelPressure_Cincinnati,MaxStationPressure_Cincinnati,MaxWindspeed_Cincinnati,DECADE
213,1965,10,298.15,292.59444444444443,292.59444444444443,100.0,30.57,29.6,22.0,1960
214,1965,11,294.26111111111106,289.26111111111106,287.0388888888889,93.0,30.48,29.52,29.0,1960
215,1965,12,289.81666666666666,286.4833333333333,285.3722222222222,96.0,30.56,29.58,25.0,1960
216,1966,1,282.59444444444443,282.0388888888889,282.0388888888889,97.0,30.14,29.2,15.0,1960
217,1966,2,,,,,,,,1960
218,1966,3,,,,,,,,1960
219,1966,4,,,,,,,,1960
220,1966,5,,,,,,,,1960
221,1966,6,,,,,,,,1960
222,1966,7,,,,,,,,1960
223,1966,8,,,,,,,,1960
224,1966,9,,,,,,,,1960
225,1966,10,,,,,,,,1960
226,1966,11,,,,,,,,1960
227,1966,12,,,,,,,,1960
228,1967,1,,,,,,,,1960
229,1967,2,,,,,,,,1960
230,1967,3,,,,,,,,1960
231,1967,4,,,,,,,,1960
232,1967,5,,,,,,,,1960
233,1967,6,,,,,,,,1960
234,1967,7,,,,,,,,1960
235,1967,8,,,,,,,,1960
236,1967,9,,,,,,,,1960
237,1967,10,,,,,,,,1960
238,1967,11,,,,,,,,1960
239,1967,12,,,,,,,,1960
240,1968,1,,,,,,,,1960
241,1968,2,,,,,,,,1960
242,1968,3,,,,,,,,1960
243,1968,4,,,,,,,,1960
244,1968,5,,,,,,,,1960
245,1968,6,,,,,,,,1960
246,1968,7,,,,,,,,1960
247,1968,8,,,,,,,,1960
248,1968,9,,,,,,,,1960
249,1968,10,,,,,,,,1960
250,1968,11,,,,,,,,1960
251,1968,12,,,,,,,,1960
252,1969,1,,,,,,,,1960
253,1969,2,,,,,,,,1960
254,1969,3,,,,,,,,1960
255,1969,4,,,,,,,,1960
256,1969,5,,,,,,,,1960
257,1969,6,,,,,,,,1960
258,1969,7,,,,,,,,1960
259,1969,8,,,,,,,,1960
260,1969,9,,,,,,,,1960
261,1969,10,,,,,,,,1960
262,1969,11,,,,,,,,1960
263,1969,12,,,,,,,,1960
264,1970,1,,,,,,,,1970
265,1970,2,,,,,,,,1970
266,1970,3,,,,,,,,1970
267,1970,4,,,,,,,,1970
268,1970,5,,,,,,,,1970
269,1970,6,,,,,,,,1970
270,1970,7,,,,,,,,1970
271,1970,8,,,,,,,,1970
272,1970,9,,,,,,,,1970
273,1970,10,,,,,,,,1970
274,1970,11,,,,,,,,1970
275,1970,12,,,,,,,,1970
276,1971,1,,,,,,,,1970
277,1971,2,,,,,,,,1970
278,1971,3,,,,,,,,1970
279,1971,4,,,,,,,,1970
280,1971,5,,,,,,,,1970
281,1971,6,,,,,,,,1970
282,1971,7,,,,,,,,1970
283,1971,8,,,,,,,,1970
284,1971,9,,,,,,,,1970
285,1971,10,,,,,,,,1970
286,1971,11,,,,,,,,1970
287,1971,12,,,,,,,,1970
288,1972,1,,,,,,,,1970
289,1972,2,,,,,,,,1970
290,1972,3,,,,,,,,1970
291,1972,4,,,,,,,,1970
292,1972,5,,,,,,,,1970
293,1972,6,,,,,,,,1970
294,1972,7,,,,,,,,1970
295,1972,8,,,,,,,,1970
296,1972,9,,,,,,,,1970
297,1972,10,,,,,,,,1970
298,1972,11,,,,,,,,1970
299,1972,12,,,,,,,,1970
300,1973,1,290.3722222222222,284.81666666666666,283.15,100.0,30.59,29.59,29.0,1970
301,1973,2,287.59444444444443,284.26111111111106,283.7055555555555,100.0,30.59,29.58,23.0,1970
302,1973,3,296.4833333333333,292.59444444444443,290.92777777777775,100.0,30.44,29.47,29.0,1970
303,1973,4,299.26111111111106,293.15,290.3722222222222,100.0,30.45,29.48,28.0,1970
304,1973,5,298.15,292.59444444444443,292.59444444444443,100.0,30.25,29.31,26.0,1970
305,1973,6,304.81666666666666,299.26111111111106,298.15,100.0,30.17,29.25,29.0,1970
306,1973,7,305.3722222222222,298.7055555555555,297.0388888888889,96.0,30.23,29.31,25.0,1970
307,1973,8,305.3722222222222,300.3722222222222,299.26111111111106,100.0,30.22,29.3,17.0,1970
308,1973,9,305.92777777777775,297.59444444444443,295.92777777777775,100.0,30.33,29.4,18.0,1970
309,1973,10,301.4833333333333,295.92777777777775,293.7055555555555,100.0,30.32,29.37,21.0,1970
310,1973,11,292.59444444444443,289.81666666666666,289.81666666666666,100.0,30.61,29.63,28.0,1970
311,1973,12,289.81666666666666,287.59444444444443,286.4833333333333,100.0,30.56,29.59,40.0,1970
312,1974,1,289.81666666666666,288.7055555555555,288.15,100.0,30.65,29.65,28.0,1970
313,1974,2,289.81666666666666,284.26111111111106,282.0388888888889,90.0,30.51,29.51,32.0,1970
314,1974,3,299.26111111111106,292.59444444444443,289.26111111111106,100.0,30.51,29.51,29.0,1970
315,1974,4,300.3722222222222,293.7055555555555,291.4833333333333,100.0,30.36,29.4,37.0,1970
316,1974,5,302.59444444444443,296.4833333333333,294.81666666666666,100.0,30.22,29.28,23.0,1970
317,1974,6,303.7055555555555,298.15,297.0388888888889,100.0,30.16,29.24,22.0,1970
318,1974,7,305.92777777777775,298.15,295.92777777777775,100.0,30.24,29.32,17.0,1970
319,1974,8,304.81666666666666,297.0388888888889,295.92777777777775,100.0,30.23,29.31,20.0,1970
320,1974,9,302.0388888888889,296.4833333333333,295.3722222222222,100.0,30.44,29.48,21.0,1970
321,1974,10,299.26111111111106,292.59444444444443,289.81666666666666,97.0,30.73,29.75,18.0,1970
322,1974,11,295.3722222222222,292.0388888888889,290.3722222222222,96.0,30.48,29.5,25.0,1970
323,1974,12,287.0388888888889,284.81666666666666,284.81666666666666,100.0,30.51,29.52,22.0,1970
324,1975,1,292.0388888888889,290.92777777777775,290.3722222222222,100.0,30.59,29.6,28.0,1970
325,1975,2,290.92777777777775,289.81666666666666,288.7055555555555,100.0,30.54,29.56,28.0,1970
326,1975,3,295.92777777777775,288.7055555555555,287.59444444444443,100.0,30.52,29.54,35.0,1970
327,1975,4,298.7055555555555,291.4833333333333,289.26111111111106,93.0,30.5,29.53,41.0,1970
328,1975,5,305.92777777777775,297.0388888888889,293.7055555555555,97.0,30.29,29.35,18.0,1970
329,1975,6,307.59444444444443,301.4833333333333,300.3722222222222,100.0,30.34,29.41,21.0,1970
330,1975,7,305.92777777777775,298.15,296.4833333333333,100.0,30.28,29.35,25.0,1970
331,1975,8,307.0388888888889,298.15,296.4833333333333,100.0,30.33,29.4,23.0,1970
332,1975,9,305.92777777777775,297.59444444444443,294.26111111111106,100.0,30.45,29.5,37.0,1970
333,1975,10,303.15,293.7055555555555,290.92777777777775,100.0,30.54,29.57,25.0,1970
334,1975,11,299.26111111111106,293.15,290.92777777777775,97.0,30.44,29.48,26.0,1970
335,1975,12,293.15,288.7055555555555,285.92777777777775,100.0,30.43,29.47,26.0,1970
336,1976,1,286.4833333333333,285.3722222222222,284.81666666666666,100.0,30.62,29.62,35.0,1970
