,Year,Month,AvgDryBulbTemp_Cincinnati,AvgWetBulbTemp_Cincinnati,AvgDewPointTemp_Cincinnati,AvgHumidity_Cincinnati,AvgSeaLevelPressure_Cincinnati,AvgStationPressure_Cincinnati,AvgWindspeed_Cincinnati,Precipitation_Cincinnati,DECADE
13,1949,2,276.3348184818484,274.64889988998954,272.0709754308771,75.47524752475248,30.162755775577573,29.196716171617144,10.189768976897689,0.0,1940
14,1949,3,279.4872531282985,277.0019523594158,273.802042816222,69.34056987788331,30.058466757123472,29.1007191316146,11.043419267299864,0.0,1940
15,1949,4,283.6808641975313,280.2016975308644,276.2564814814819,63.68611111111111,30.00696801112653,29.06023611111113,10.588888888888889,0.0,1940
16,1949,5,291.45943847072954,286.87812920592216,283.2373655913978,62.33736559139785,30.032405913978433,29.09779273216696,9.19489247311828,0.0,1940
17,1949,6,296.6442742185087,292.53486536675973,290.0116527390904,69.94707520891365,29.985564853556514,29.061754874651857,7.616991643454039,0.0,1940
18,1949,7,298.83693693693743,295.1740240240251,293.40075075075146,74.10675675675675,30.023058186738822,29.10313513513517,6.893243243243243,0.0,1940
19,1949,8,296.23591992802545,292.8561028639983,290.96751387014626,74.87989203778677,30.020904183535755,29.095276653171418,5.827260458839406,0.0,1940
20,1949,9,289.7294753086425,286.4879629629631,283.8868827160493,71.0513888888889,30.0949861111111,29.156222222222198,7.183333333333334,0.0,1940
21,1949,10,288.7712664277182,285.84115890083643,283.3605734767031,72.48790322580645,30.13290322580642,29.191559139784935,7.978494623655914,0.0,1940
22,1949,11,279.4532407407413,276.8984567901234,273.65540123456867,68.57222222222222,29.958305555555526,29.004541666666597,12.28888888888889,0.0,1940
23,1949,12,276.73198924731236,274.69644563918746,271.40492831541235,70.15994623655914,30.251048387096773,29.282526881720376,10.366935483870968,0.0,1940
24,1950,1,278.30947888589435,276.8786612758316,274.7732404911656,79.44609164420486,30.177884097035047,29.2151078167116,12.90566037735849,0.0,1950
25,1950,2,274.7654100529101,273.24341931216946,270.5367394179898,75.2827380952381,30.132886904761904,29.164122023809483,11.251488095238095,0.0,1950
26,1950,3,276.666524599971,274.10409002542286,270.05219829519973,64.53432032301481,30.023930013458955,29.06244952893679,12.676985195154778,0.0,1950
27,1950,4,282.086087898484,278.7991798204894,274.7532188177041,62.920612813370475,30.031838440111397,29.08114206128133,11.938718662952645,0.0,1950
28,1950,5,290.7612604540031,287.43016726403846,284.87043010752757,71.25672043010752,29.98548387096779,29.051559139785002,7.729838709677419,0.0,1950
29,1950,6,293.94706790123513,290.702469135802,288.57978395061764,73.74861111111112,30.001791666666687,29.072930555555583,7.425,0.0,1950
30,1950,7,295.33173639226334,292.023144399461,290.06632928475096,74.38191632928475,30.03715249662617,29.109851551956808,6.719298245614035,0.0,1950
31,1950,8,294.4345820248246,291.10498728876945,289.0203454463886,73.95827725437415,30.044979811574695,29.11625841184389,5.090174966352625,0.0,1950
32,1950,9,291.1357231533212,288.7210738671643,286.9535381750469,78.72905027932961,30.065530726256977,29.129958100558685,5.798882681564246,8.25,1950
33,1950,10,288.44271206690604,285.54844683393077,283.1365591397857,73.27822580645162,30.05336021505383,29.11401881720432,6.21505376344086,1.8600000000000003,1950
34,1950,11,276.30200617283947,274.5318664169797,271.4833333333338,72.69305555555556,30.032710674157325,29.07067415730338,12.745833333333334,4.5600000000000005,1950
35,1950,12,270.5255826191551,269.31154772658834,266.8890846130691,77.09485094850949,30.078606224627865,29.101664411366684,9.520974289580515,2.35,1950
36,1951,1,273.8272700119478,272.37043010752706,269.9055256869773,76.48387096774194,30.096397849462356,29.12672043010754,12.654569892473118,5.62,1950
37,1951,2,273.78657407407474,272.3993386243394,270.04814814814875,77.80357142857143,30.20305059523808,29.228913690476155,10.80952380952381,3.27,1950
38,1951,3,277.62804659498244,275.53052568697757,272.48841099163747,71.43413978494624,29.998185483870998,29.040147849462375,11.346774193548388,4.24,1950
39,1951,4,283.5358024691361,280.6086617215271,277.5102225312939,68.80111265646731,29.913888888888835,28.970055555555582,12.47638888888889,2.58,1950
40,1951,5,291.2242234169656,287.02022102747986,283.8534050179218,65.45295698924731,29.954422043010762,29.022701612903266,8.90725806451613,2.9400000000000004,1950
41,1951,6,295.21635802469166,291.7012285581834,289.6160493827166,72.95277777777778,29.93727777777776,29.011390820584147,8.805555555555555,1.8600000000000003,1950
42,1951,7,297.5854838709685,292.94465352449254,290.3094982078853,67.02553763440861,30.00598118279574,29.08334677419354,7.998655913978495,1.17,1950
43,1951,8,296.6067070435183,291.6627860026923,288.50441902198355,64.5006729475101,30.00168236877526,29.07760430686409,7.218034993270525,1.29,1950
44,1951,9,292.02345679012353,287.8135802469141,284.5520061728402,65.56111111111112,30.05224999999998,29.1192222222222,8.131944444444445,2.21,1950
45,1951,10,287.6745582509738,284.00729260257594,280.69791853848545,65.9245283018868,30.105795148248014,29.163409703503998,8.076819407008086,2.5500000000000003,1950
46,1951,11,276.0743827160499,273.91851851851857,270.55895061728404,69.45833333333333,30.13468055555557,29.168611111111158,11.822222222222223,4.31,1950
47,1951,12,274.69329295648294,273.14476596381076,270.6070061312995,75.81561238223419,30.07302826379547,29.105100942126494,12.071332436069987,6.190000000000001,1950
48,1952,1,275.8762544802873,274.3663978494627,271.92016129032316,76.45430107526882,30.127755376344076,29.161344086021554,12.744623655913978,3.99,1950
49,1952,2,275.6839728217429,273.659992006395,270.3586330935258,70.30359712230216,29.9813525179856,29.019568345323748,10.692086330935252,3.3100000000000005,1950
50,1952,3,278.64507168458863,275.92105734767046,271.9649641577067,65.1989247311828,29.970201612903242,29.014381720430105,11.544354838709678,5.18,1950
51,1952,4,285.1422839506172,281.258796296297,277.2757716049387,63.31527777777778,29.994791666666682,29.051388888888813,10.547222222222222,3.1,1950
52,1952,5,290.1504480286744,286.18987455197185,282.9663082437283,66.95161290322581,29.930981182795687,28.998360215053797,9.788978494623656,3.56,1950
53,1952,6,298.05586419753166,293.62762345678976,291.1908950617292,68.01805555555555,29.96254166666672,29.041333333333377,8.805555555555555,2.87,1950
54,1952,7,298.59264991775126,293.61508150142123,290.85674442949085,65.16419919246299,30.095127860026885,29.172099596231472,8.318977119784657,2.4299999999999997,1950
55,1952,8,296.52440262843567,291.60131421744376,288.4763142174435,64.34946236559139,30.003427419354775,29.079623655914016,8.022849462365592,1.6800000000000002,1950
56,1952,9,292.35391061452566,287.7007448789576,284.172656734948,63.28631284916201,30.100698324022378,29.166382681564283,7.903631284916201,3.06,1950
57,1952,10,283.1575075075077,278.8579579579579,273.335435435436,55.84054054054054,30.145554054054056,29.194027027027015,10.68108108108108,1.82,1950
58,1952,11,279.95864197530915,277.12067901234633,273.27191358024726,65.72638888888889,30.092222222222205,29.13591666666671,10.444444444444445,2.35,1950
59,1952,12,275.5039596507083,274.01570310147576,271.676799156881,77.39566395663957,30.072655826558275,29.107303523035267,7.127371273712737,4.090000000000001,1950
60,1953,1,275.39238351254505,273.9945340501793,271.82980884109884,79.4260752688172,29.97420698924734,29.01174731182799,10.606182795698924,4.44,1950
61,1953,2,275.9732473544975,273.2756613756619,268.67166005291017,62.098214285714285,30.071562500000006,29.107574404761916,12.235119047619047,1.05,1950
62,1953,3,279.89955197132673,277.11057347670294,273.4008960573485,66.69623655913979,30.037405913978464,29.082163978494616,12.174731182795698,2.76,1950
63,1953,4,282.609104938272,279.5126543209883,275.86682098765493,67.0513888888889,29.85834722222218,28.913513888888918,13.140277777777778,2.66,1950
64,1953,5,292.14805592941525,288.41170180948126,285.6757963212207,70.0471063257066,29.939273216689095,29.00927321668914,9.604306864064602,2.59,1950
65,1953,6,297.3066358024696,292.3459876543216,289.3861111111118,64.45416666666667,30.014722222222215,29.091166666666695,8.268055555555556,3.14,1950
66,1953,7,297.6288395394053,292.64454164797456,289.6805817257369,64.6971736204576,30.060417227456252,29.136742934051107,6.460296096904441,7.79,1950
67,1953,8,297.3592293906817,291.24289127837545,287.261409796894,57.965053763440864,30.07211021505379,29.147244623655897,6.299731182795699,0.31000000000000005,1950
68,1953,9,293.49858387799566,287.074680983505,281.7805633364459,52.2436974789916,30.022661064425787,29.09288515406165,8.198879551820728,0.75,1950
69,1953,10,288.2993428912788,282.9058243727605,277.49811827957035,54.276881720430104,30.106236559139766,29.165147849462375,6.990591397849462,1.24,1950
70,1953,11,280.2950617283956,276.6152777777778,271.4756172839508,57.88194444444444,30.149611111111057,29.192069444444492,10.240277777777777,1.22,1950
71,1953,12,274.4253882915177,272.52201314217444,269.2319892473121,71.0,30.08104838709679,29.113118279569868,12.403225806451612,1.58,1950
72,1954,1,274.00125448028734,272.45555555555626,269.58667861409896,74.30510752688173,30.16112903225803,29.189919354838704,11.736559139784946,2.54,1950
73,1954,2,278.162400793651,275.34163359788397,271.1179232804235,63.40327380952381,29.949568452380987,28.993883928571456,11.94047619047619,1.8200000000000003,1950
74,1954,3,277.5270589997009,274.73280922431934,270.31232404911697,63.088948787061994,29.99276280323451,29.034609164420463,12.265498652291106,2.43,1950
75,1954,4,288.30917168907484,284.30978983155615,280.4355818266113,62.98191933240612,30.103393602225314,29.161182197496558,11.339360222531294,2.55,1950
76,1954,5,287.98198924731236,283.76827956989325,279.7121266427724,61.54838709677419,29.987889784946255,29.049771505376373,8.424731182795698,1.33,1950
77,1954,6,296.38533950617335,291.6376543209879,288.7626543209881,65.64722222222223,29.98026388888889,29.05647222222221,8.259722222222223,3.39,1950
78,1954,7,298.49572879331,292.0359020310636,288.0715949820794,56.119623655913976,29.98126344086026,29.060537634408597,7.743279569892473,3.79,1950
79,1954,8,296.18390083632045,292.57652329749175,290.4976702508969,72.97311827956989,30.01819892473117,29.092956989247355,7.024193548387097,6.1000000000000005,1950
80,1954,9,294.61913580246977,289.6168209876549,286.1916666666669,62.76111111111111,30.024361111111116,29.09624999999996,7.876388888888889,2.12,1950
81,1954,10,286.99557945041863,284.17299880525695,281.5662186379934,72.68010752688173,30.09465053763446,29.151733870967757,9.506720430107526,4.13,1950
82,1954,11,279.44732653376644,277.2869185597288,274.5709550301349,73.36022253129346,30.074130737134894,29.11710709318498,8.58692628650904,1.33,1950
83,1954,12,274.04950650515974,272.63108269777285,270.20473306415516,77.03903095558546,30.061870794078093,29.094360699865423,10.76043068640646,2.8600000000000003,1950
84,1955,1,272.13609241812526,270.769261253178,268.01914909526005,74.78331090174966,30.089784656796823,29.116433378196497,11.026917900403769,2.6100000000000003,1950
85,1955,2,274.56662526908497,272.8933349892371,269.92347242921016,73.41877794336811,30.196915052160968,29.22488822652754,11.229508196721312,6.710000000000001,1950
86,1955,3,279.63575305291715,276.67178501432227,272.29593698175796,63.229308005427406,29.99377204884667,29.03934871099054,12.223880597014926,4.84,1950
87,1955,4,288.0388888888893,283.7078703703703,279.4370370370374,60.47083333333333,29.94543055555554,29.008194444444463,10.405555555555555,2.24,1950
88,1955,5,291.5710526315793,287.0358899385222,283.25196431249077,62.53981106612686,29.997935222672034,29.064979757085048,8.847503373819164,4.140000000000001,1950
89,1955,6,293.0463169297431,288.8765552460544,286.0121169916436,67.65041782729806,29.964874651810565,29.035376044568252,7.059888579387187,2.3900000000000006,1950
90,1955,7,298.7287037037042,295.1437275985672,293.3844683393076,74.75268817204301,30.027029569892534,29.10567204301076,6.901881720430108,5.549999999999999,1950
91,1955,8,298.3481456557503,293.3743158366989,290.5905563032754,65.1736204576043,29.99100942126515,29.069596231493943,7.072678331090175,0.8600000000000001,1950
92,1955,9,294.3807098765437,289.2634259259266,285.613734567902,61.63611111111111,30.066847222222265,29.136541666666698,8.383333333333333,3.97,1950
93,1955,10,286.25558542413404,283.0126045400243,279.7748506571091,68.15322580645162,29.993400537634407,29.051397849462372,10.446236559139784,4.49,1950
94,1955,11,277.8614197530867,275.4841049382717,271.87916666666723,67.20138888888889,30.04163888888888,29.081916666666675,12.129166666666666,4.92,1950
95,1955,12,273.1604540023901,271.1958482676229,267.3614695340504,66.96505376344086,30.196706989247296,29.22161290322578,10.0,0.5800000000000001,1950
96,1956,1,271.516277328542,270.051018268943,267.17440850554084,74.29919137466307,30.120350404312667,29.144137466307228,9.81266846361186,2.5,1950
97,1956,2,276.0706577266926,274.3744572158371,271.56634738186455,74.5919540229885,30.01716954022986,29.05436781609195,10.75287356321839,5.92,1950
98,1956,3,278.57342342342406,275.49159159159206,270.9518018018019,61.5554054054054,30.008135135135106,29.05091891891891,11.983783783783784,4.07,1950
99,1956,4,283.33364197530943,279.643827160495,275.0095679012349,60.52916666666667,29.914222222222214,28.969819444444454,11.877777777777778,4.09,1950
100,1956,5,290.7381123058543,286.80143369175653,283.3770011947436,65.03629032258064,30.06043010752688,29.123965053763488,11.748655913978494,7.04,1950
101,1956,6,295.2261860608877,291.17271673620826,288.5510199350954,68.93184979137692,30.02641168289291,29.09952712100142,7.694019471488178,4.9799999999999995,1950
102,1956,7,296.18539426523307,292.8950276656199,291.056959378734,74.85887096774194,29.987688172043068,29.06301480484529,8.068548387096774,3.9,1950
103,1956,8,296.07338709677464,292.3973118279578,290.2803763440862,72.1747311827957,30.00404569892471,29.07922043010753,7.668010752688172,2.91,1950
104,1956,9,291.04814814814836,287.0952160493831,283.8884259259266,66.08333333333333,30.076236111111104,29.14026388888886,8.304166666666667,2.29,1950
105,1956,10,288.7758411843882,285.19276955286426,282.02169134140877,67.31224764468371,30.148290713324375,29.20555854643339,8.318977119784657,1.54,1950
106,1956,11,278.97716049382694,276.33287037037076,272.47098765432145,66.56527777777778,30.066874999999985,29.108944444444433,11.188888888888888,1.9100000000000001,1950
107,1956,12,278.6749402628441,276.98064516129034,274.65462962963,76.91129032258064,30.026370967741954,29.069556451612893,11.025537634408602,2.56,1950
108,1957,1,270.93300477897293,269.5665173237756,266.4863201911592,73.13575268817205,30.215698924731196,29.235080645161318,9.663978494623656,3.08,1950
109,1957,2,276.6991071428576,274.8960317460319,271.9413359788362,73.86904761904762,30.125982142857197,29.16105654761905,9.235119047619047,2.79,1950
110,1957,3,278.96242532855445,275.744832735962,270.96884707287967,60.685483870967744,29.967029569892432,29.012594086021533,11.147849462365592,1.42,1950
111,1957,4,286.43317901234565,283.1492283950619,279.84598765432133,67.98055555555555,30.07249999999998,29.12843055555556,11.109722222222222,5.59,1950
112,1957,5,290.9292712066908,287.01424731182806,283.6585125448032,66.25806451612904,30.01751344086021,29.0828360215054,10.047043010752688,5.74,1950
113,1957,6,295.8938271604944,292.2140432098773,290.0242283950621,71.92222222222222,29.943624999999976,29.02008333333333,9.243055555555555,2.68,1950
114,1957,7,297.82592592592647,293.091756272402,290.462574671446,66.0241935483871,30.00344086021506,29.08102150537634,7.766129032258065,2.4400000000000004,1950
115,1957,8,296.5736857825573,291.6393966547195,288.58757467144613,64.05645161290323,30.0723387096774,29.145779569892515,6.486559139784946,3.7399999999999998,1950
116,1957,9,292.66080246913634,289.02422839506227,286.2695987654321,69.66111111111111,30.048486111111057,29.11647222222219,8.730555555555556,3.2,1950
117,1957,10,284.9615292712068,281.4788530465954,277.7602150537643,64.58467741935483,30.154516129032242,29.205779569892446,9.350806451612904,2.3400000000000003,1950
118,1957,11,279.64922839506187,277.10524691358023,273.3282407407413,67.12638888888888,30.064972222222195,29.109236111111084,10.443055555555556,6.25,1950
119,1957,12,276.99152758983615,274.9489775973547,271.6817997293648,70.65899864682002,30.061028416779457,29.099133964817312,12.189445196211096,5.98,1950
120,1958,1,271.75513739545994,270.1765830346478,266.83055555555575,71.80510752688173,30.039892473118265,29.067432795698906,9.540322580645162,2.3400000000000003,1950
121,1958,2,269.57278439153464,267.9044642857146,264.00317460317467,67.37053571428571,29.997797619047613,29.02156250000004,11.921130952380953,0.61,1950
122,1958,3,276.2906810035843,274.2409498207885,270.98452807646396,70.59139784946237,30.024462365591408,29.062580645161287,9.181451612903226,1.73,1950
123,1958,4,285.3799382716056,281.39074074074136,277.062808641976,61.43472222222222,29.956833333333382,29.014972222222276,10.268055555555556,3.4899999999999998,1950
124,1958,5,290.48796296296337,285.9598864994035,281.9701911589013,61.88709677419355,30.00846774193547,29.073266129032262,8.814516129032258,5.33,1950
125,1958,6,293.5342592592598,289.78117283950655,287.2757716049388,70.11666666666666,29.960902777777775,29.03179166666661,8.4,5.1899999999999995,1950
126,1958,7,296.4422640382322,293.4763142174436,291.8955197132618,77.73521505376344,29.992002688172082,29.06801075268819,8.23252688172043,7.540000000000001,1950
127,1958,8,295.80456989247347,292.3084528076467,290.2467741935489,73.36962365591398,29.963991935483847,29.039986559139805,6.689516129032258,2.5200000000000005,1950
128,1958,9,292.6731481481487,289.3652777777782,287.0658950617289,72.51388888888889,30.062263888888875,29.1299027777778,8.738888888888889,3.67,1950
129,1958,10,286.2682795698929,282.52798685782614,278.7511051373962,64.11559139784946,30.112244623655926,29.167419354838742,8.612903225806452,1.4600000000000002,1950
130,1958,11,280.8305555555559,278.15308641975344,274.68395061728415,68.09027777777777,30.068527777777792,29.11483333333331,11.123611111111112,2.67,1950
131,1958,12,270.3849163679811,268.73990442054986,265.0586021505381,68.53897849462365,30.222432795698936,29.240752688172027,8.459677419354838,0.6400000000000001,1950
132,1959,1,271.464665471924,269.92792712066944,266.49080047789744,70.93682795698925,30.12252688172041,29.146706989247335,10.861559139784946,7.6499999999999995,1950
133,1959,2,275.12337962963,272.96977513227574,269.0941137566141,67.16964285714286,30.141086309523775,29.172514880952434,10.751488095238095,3.1800000000000006,1950
134,1959,3,278.1582138590208,275.144474313023,270.427479091995,62.07661290322581,30.011720430107527,29.05374999999997,11.702956989247312,2.52,1950
135,1959,4,286.0512345679019,281.5766975308646,276.5612654320986,57.46944444444444,29.985583333333327,29.04402777777781,11.852777777777778,2.33,1950
136,1959,5,292.93046594982104,289.055764635604,286.32876344086054,68.48924731182795,30.070779569892476,29.138010752688178,8.911290322580646,2.9200000000000004,1950
137,1959,6,295.77422839506227,291.2464506172846,288.2703703703715,65.82222222222222,30.003763888888866,29.078319444444414,7.302777777777778,5.85,1950
138,1959,7,297.5705495818401,292.9200119474317,290.19525089605816,66.78091397849462,30.073629032258015,29.148938172042964,7.55510752688172,2.7699999999999996,1950
139,1959,8,298.4001493428916,294.30890083632056,292.1852449223418,71.48387096774194,30.018508064516205,29.097123655913986,6.594086021505376,1.8,1950
140,1959,9,294.4895061728397,289.72330246913594,286.3845679012349,63.15,30.102291666666652,29.171736111111134,8.690277777777778,1.8800000000000001,1950
141,1959,10,286.99333930704955,283.99080047789755,281.18987455197157,71.27284946236558,29.998642473118267,29.05836021505378,8.786290322580646,3.05,1950
142,1959,11,277.9015432098764,275.2503086419753,271.30046296296337,65.1986111111111,30.120763888888863,29.158680555555584,11.6375,4.04,1950
143,1959,12,276.4624253285543,274.9406212664286,272.6370071684592,77.47983870967742,30.11881720430108,29.154475806451604,10.43010752688172,3.0300000000000002,1950
144,1960,1,274.44330943847126,272.9737753882913,270.36326164874566,75.56989247311827,30.12389784946236,29.15432795698928,11.598118279569892,2.48,1960
145,1960,2,272.42203065134186,270.8503512132824,267.6838441890173,71.73419540229885,30.01606321839077,29.04596264367815,11.584770114942529,3.49,1960
146,1960,3,272.04560931899687,269.9518219832737,265.8829749103941,64.9274193548387,30.13537634408602,29.15971774193553,9.978494623655914,1.1400000000000001,1960
147,1960,4,287.59367283950655,282.5458333333332,277.2495370370373,54.09444444444444,30.005138888888844,29.06522222222219,11.63888888888889,1.32,1960
148,1960,5,288.8683393070493,285.20421146953475,282.0702508960575,68.4274193548387,29.907083333333283,28.97232526881719,9.12768817204301,3.2199999999999998,1960
149,1960,6,294.6152777777782,290.4995370370372,287.75648148148156,67.93055555555556,29.98158333333332,29.053652777777778,9.004166666666666,6.16,1960
150,1960,7,296.510215053764,292.1606033452812,289.56502389486275,67.79704301075269,30.018400537634378,29.093413978494652,5.672043010752688,3.1500000000000004,1960
151,1960,8,297.3039725209084,293.73094384707315,291.83802270012006,73.69623655913979,30.039852150537623,29.11579301075267,6.349462365591398,5.210000000000001,1960
152,1960,9,294.21712962963005,290.41851851851897,288.04274691358023,70.4263888888889,30.063236111111063,29.133124999999982,6.054166666666666,1.07,1960
153,1960,10,287.0179808841107,283.7667861409799,280.6380525686978,68.45967741935483,30.025376344085956,29.08439516129036,6.885752688172043,4.0,1960
154,1960,11,280.59984567901273,277.39614197530943,273.1878086419757,62.07222222222222,30.12893055555554,29.172777777777775,10.319444444444445,2.33,1960
155,1960,12,271.3623655913983,269.3193548387101,265.11535244922345,65.27150537634408,30.25010752688171,29.269650537634423,9.276881720430108,1.67,1960
156,1961,1,270.7575268817211,269.12371565113534,265.7343787335729,70.53494623655914,30.172352150537677,29.193198924731206,8.512096774193548,1.9300000000000002,1960
157,1961,2,276.5899801587301,274.6323082010586,271.6908399470901,72.52232142857143,30.08035714285713,29.117217261904816,10.15625,3.56,1960
158,1961,3,281.09877538829187,278.582347670251,275.3684886499406,70.20564516129032,29.962352150537622,29.01224462365594,12.12768817204301,4.7,1960
159,1961,4,282.12453703703784,279.0705246913582,275.2441358024696,65.30694444444444,29.883722222222197,28.938305555555562,12.325,2.87,1960
160,1961,5,288.4023894862607,284.3245818399048,280.40806451612923,62.990591397849464,30.070994623655913,29.130524193548393,10.168010752688172,7.31,1960
161,1961,6,294.09521604938305,289.79429012345753,286.8699074074075,66.70277777777778,30.00729166666669,29.078597222222168,8.475,2.28,1960
162,1961,7,296.78799283154143,293.090262843489,290.9740740740748,72.9502688172043,30.02236559139783,29.097822580645115,8.418010752688172,5.109999999999999,1960
163,1961,8,296.1734468339311,292.3607228195939,290.1504480286745,71.59677419354838,30.09673387096782,29.16932795698923,6.485215053763441,1.07,1960
164,1961,9,294.8891975308647,290.7580246913581,288.0041666666672,67.9263888888889,30.09874999999999,29.16890277777783,8.48611111111111,0.9700000000000001,1960
165,1961,10,287.3211469534057,283.25155316606975,279.2297491039433,62.33064516129032,30.130026881720408,29.185981182795736,9.692204301075268,1.8800000000000001,1960
166,1961,11,279.9995370370373,277.65154320987625,274.4825617283955,70.67083333333333,30.144166666666674,29.186138888888927,9.555555555555555,3.3600000000000003,1960
167,1961,12,273.99122688317567,272.345609682755,269.2919335438286,73.02029769959404,30.087753721244923,29.118795669824067,10.664411366711773,3.3900000000000006,1960
168,1962,1,271.1002688172045,269.68599163679835,266.5356033452813,72.3239247311828,30.1693010752688,29.191115591397864,11.852150537634408,3.98,1960
169,1962,2,274.3991732804239,272.70687830687825,269.81666666666706,72.93154761904762,30.058318452380966,29.091041666666666,10.245535714285714,5.58,1960
170,1962,3,277.7639486260458,275.1362604540026,271.14133811230647,66.21102150537635,30.015295698924714,29.056169354838715,10.470430107526882,4.25,1960
171,1962,4,284.30817901234644,279.8336419753091,274.418518518519,54.790277777777774,30.065944444444398,29.124708333333356,9.636111111111111,0.84,1960
172,1962,5,293.1865890083638,289.6650836320201,287.3174133811239,72.08333333333333,30.04321236559141,29.11885752688175,7.193548387096774,4.0600000000000005,1960
173,1962,6,295.3328703703708,291.49799382716145,289.22947530864207,70.49444444444444,30.02322222222225,29.10273611111116,6.218055555555556,4.4,1960
174,1962,7,296.28097371565167,292.8789426523307,290.987514934289,73.83602150537635,29.97497311827949,29.057728494623678,5.889784946236559,8.36,1960
175,1962,8,296.8671445639192,291.7932198327364,288.7862007168466,63.528225806451616,29.99870967741938,29.08201612903231,6.225806451612903,2.14,1960
176,1962,9,290.50725308642023,286.87067901234616,283.9123456790128,67.68472222222222,30.051847222222186,29.122013888888922,6.0569444444444445,2.67,1960
177,1962,10,286.4557048984469,283.1634408602156,279.9622759856635,67.76209677419355,30.01670698924729,29.081115591397847,6.516129032258065,2.87,1960
178,1962,11,279.2271604938275,276.9871913580248,273.8637345679015,71.74027777777778,30.11466666666667,29.162583333333323,7.354166666666667,2.37,1960
179,1962,12,271.1727001194747,269.5120071684591,266.38476702509,72.30645161290323,30.120672043010767,29.151854838709692,7.706989247311828,1.36,1960
180,1963,1,267.6930107526888,266.4504778972525,263.1597072879332,72.51612903225806,30.140510752688165,29.163575268817187,6.952956989247312,2.04,1960
181,1963,2,269.1337962962968,267.58865740740754,264.1007275132283,70.69494047619048,30.082023809523804,29.110491071428573,7.855654761904762,1.09,1960
182,1963,3,280.1295400238949,277.8983572281965,275.1116188769413,74.22715053763442,30.00252688172046,29.05676075268817,9.716397849462366,9.91,1960
183,1963,4,285.2773148148154,281.37608024691417,277.1222222222232,61.03611111111111,29.97906944444447,29.043208333333325,9.7375,2.0100000000000002,1960
184,1963,5,288.3187574671453,285.01827956989314,282.11505376344115,69.79435483870968,30.069986559139785,29.136357526881735,8.251344086021506,2.73,1960
185,1963,6,293.60216049382757,289.984104938272,287.6268518518526,72.01388888888889,29.980263888888864,29.05916666666665,5.572222222222222,1.59,1960
186,1963,7,295.15418160095624,291.4273297491045,289.0154420549579,71.98521505376344,29.99611559139784,29.077338709677385,6.689516129032258,4.34,1960
187,1963,8,294.46048387096863,290.98975507765834,288.8825268817215,73.72043010752688,30.006787634408596,29.08647849462367,6.326612903225806,1.83,1960
188,1963,9,291.521141975309,287.3081790123458,284.05663580246977,66.3236111111111,30.08286111111115,29.155083333333344,6.444444444444445,0.18,1960
189,1963,10,289.54336917562796,284.23945639187633,279.2939665471927,55.450268817204304,30.140430107526853,29.207513440860254,6.213709677419355,0.24,1960
190,1963,11,280.491820987655,278.3081790123455,275.4810185185189,73.56527777777778,30.04941666666669,29.10361111111114,8.858333333333333,0.9500000000000001,1960
191,1963,12,268.05890083632073,266.8395161290325,263.980346475509,74.49596774193549,30.16317204301076,29.187258064516133,9.02016129032258,1.08,1960
192,1964,1,273.3433990442059,271.3339904420554,267.6272998805266,68.03360215053763,30.020752688172053,29.06115591397848,10.807795698924732,2.88,1960
