,Year,Month,MaxDryBulbTemp_Houston,MaxWetBulbTemp_Houston,MaxDewPointTemp_Houston,MaxHumidity_Houston,MaxSeaLevelPressure_Houston,MaxStationPressure_Houston,MaxWindspeed_Houston,DECADE
155,1960,12,299.81666666666666,295.3722222222222,294.26111111111106,100.0,30.62,30.54,25.0,1960
156,1961,1,297.59444444444443,294.81666666666666,294.26111111111106,100.0,30.57,30.49,28.0,1960
157,1961,2,299.81666666666666,295.92777777777775,294.81666666666666,100.0,30.35,30.27,29.0,1960
158,1961,3,300.92777777777775,297.59444444444443,296.4833333333333,100.0,30.49,30.42,24.0,1960
159,1961,4,303.7055555555555,297.59444444444443,295.92777777777775,97.0,30.25,30.18,26.0,1960
160,1961,5,307.0388888888889,298.7055555555555,297.59444444444443,94.0,30.22,30.15,21.0,1960
161,1961,6,305.92777777777775,299.81666666666666,298.7055555555555,97.0,30.15,30.09,23.0,1960
162,1961,7,307.0388888888889,300.3722222222222,299.81666666666666,97.0,30.18,30.12,18.0,1960
163,1961,8,308.15,299.81666666666666,298.15,97.0,30.21,30.15,18.0,1960
164,1961,9,307.59444444444443,300.3722222222222,299.81666666666666,100.0,30.27,30.2,52.0,1960
165,1961,10,306.4833333333333,298.7055555555555,297.59444444444443,100.0,30.41,30.34,25.0,1960
166,1961,11,302.0388888888889,298.15,298.15,100.0,30.37,30.3,30.0,1960
167,1961,12,299.81666666666666,295.92777777777775,294.81666666666666,100.0,30.43,30.35,28.0,1960
168,1962,1,299.26111111111106,296.4833333333333,295.3722222222222,100.0,30.88,30.79,32.0,1960
169,1962,2,303.15,296.4833333333333,295.92777777777775,100.0,30.36,30.28,26.0,1960
170,1962,3,301.4833333333333,295.3722222222222,294.81666666666666,100.0,30.47,30.39,28.0,1960
171,1962,4,304.26111111111106,299.26111111111106,298.15,100.0,30.47,30.41,26.0,1960
172,1962,5,305.3722222222222,299.81666666666666,298.15,100.0,30.23,30.16,25.0,1960
173,1962,6,305.92777777777775,300.3722222222222,298.7055555555555,100.0,30.11,30.05,46.0,1960
174,1962,7,309.26111111111106,300.92777777777775,298.7055555555555,100.0,30.13,30.06,23.0,1960
175,1962,8,313.7055555555555,301.4833333333333,298.7055555555555,97.0,30.07,30.01,29.0,1960
176,1962,9,308.15,300.92777777777775,298.7055555555555,100.0,30.13,30.06,26.0,1960
177,1962,10,307.59444444444443,300.3722222222222,299.26111111111106,100.0,30.38,30.32,22.0,1960
178,1962,11,301.4833333333333,295.3722222222222,294.26111111111106,100.0,30.39,30.32,25.0,1960
179,1962,12,299.26111111111106,295.92777777777775,294.81666666666666,100.0,30.69,30.62,23.0,1960
180,1963,1,300.92777777777775,294.26111111111106,293.7055555555555,100.0,30.7,30.63,31.0,1960
181,1963,2,300.92777777777775,294.26111111111106,292.59444444444443,100.0,30.54,30.47,40.0,1960
182,1963,3,302.59444444444443,296.4833333333333,295.3722222222222,100.0,30.47,30.4,25.0,1960
183,1963,4,307.0388888888889,298.7055555555555,296.4833333333333,100.0,30.26,30.2,28.0,1960
184,1963,5,306.4833333333333,299.81666666666666,298.7055555555555,100.0,30.19,30.13,23.0,1960
185,1963,6,309.81666666666666,300.3722222222222,299.26111111111106,100.0,30.17,30.11,23.0,1960
186,1963,7,308.7055555555555,300.3722222222222,299.26111111111106,100.0,30.13,30.07,23.0,1960
187,1963,8,309.81666666666666,300.3722222222222,298.7055555555555,97.0,30.11,30.06,23.0,1960
188,1963,9,309.26111111111106,299.81666666666666,298.7055555555555,97.0,30.19,30.12,30.0,1960
189,1963,10,305.92777777777775,297.0388888888889,295.92777777777775,100.0,30.31,30.25,23.0,1960
190,1963,11,303.7055555555555,296.4833333333333,295.92777777777775,100.0,30.45,30.39,29.0,1960
191,1963,12,298.7055555555555,294.81666666666666,294.26111111111106,100.0,30.6,30.53,29.0,1960
192,1964,1,296.4833333333333,293.15,292.59444444444443,100.0,30.58,30.51,32.0,1960
193,1964,2,296.4833333333333,289.26111111111106,288.15,100.0,30.33,30.26,28.0,1960
194,1964,3,298.15,294.26111111111106,293.15,100.0,30.42,30.36,32.0,1960
195,1964,4,304.26111111111106,298.15,295.92777777777775,100.0,30.37,30.31,38.0,1960
196,1964,5,306.4833333333333,298.7055555555555,297.0388888888889,100.0,30.22,30.16,26.0,1960
197,1964,6,307.59444444444443,299.81666666666666,298.15,97.0,30.12,30.06,30.0,1960
198,1964,7,310.3722222222222,300.3722222222222,298.15,97.0,30.11,30.05,40.0,1960
199,1964,8,310.3722222222222,300.3722222222222,298.7055555555555,100.0,30.19,30.12,24.0,1960
200,1964,9,308.15,299.81666666666666,298.15,100.0,30.13,30.06,23.0,1960
201,1964,10,304.26111111111106,298.15,296.4833333333333,100.0,30.44,30.38,26.0,1960
202,1964,11,301.4833333333333,297.59444444444443,296.4833333333333,100.0,30.71,30.64,26.0,1960
203,1964,12,300.92777777777775,296.4833333333333,294.81666666666666,100.0,30.67,30.6,29.0,1960
204,1965,1,299.81666666666666,294.81666666666666,293.15,100.0,30.66,30.59,23.0,1960
205,1965,2,298.15,295.3722222222222,294.26111111111106,100.0,30.42,30.36,30.0,1960
206,1965,3,301.4833333333333,295.92777777777775,294.26111111111106,100.0,30.52,30.45,28.0,1960
207,1965,4,303.15,297.59444444444443,295.3722222222222,97.0,30.38,30.32,25.0,1960
208,1965,5,304.26111111111106,298.15,296.4833333333333,96.0,30.25,30.19,29.0,1960
209,1965,6,307.59444444444443,300.3722222222222,298.15,97.0,30.19,30.13,35.0,1960
210,1965,7,310.3722222222222,299.26111111111106,297.59444444444443,94.0,30.14,30.08,21.0,1960
211,1965,8,308.7055555555555,299.81666666666666,298.15,96.0,30.11,30.05,22.0,1960
212,1965,9,309.26111111111106,300.3722222222222,297.59444444444443,97.0,30.15,30.08,21.0,1960
213,1965,10,304.26111111111106,298.15,297.0388888888889,100.0,30.37,30.3,24.0,1960
214,1965,11,302.59444444444443,295.92777777777775,294.26111111111106,100.0,30.36,30.29,26.0,1960
215,1965,12,298.7055555555555,294.81666666666666,293.15,100.0,30.41,30.34,26.0,1960
216,1966,1,298.15,294.26111111111106,293.15,97.0,30.06,29.99,23.0,1960
217,1966,2,,,,,,,,1960
218,1966,3,,,,,,,,1960
219,1966,4,,,,,,,,1960
220,1966,5,,,,,,,,1960
221,1966,6,,,,,,,,1960
222,1966,7,,,,,,,,1960
223,1966,8,,,,,,,,1960
224,1966,9,,,,,,,,1960
225,1966,10,,,,,,,,1960
226,1966,11,,,,,,,,1960
227,1966,12,,,,,,,,1960
228,1967,1,,,,,,,,1960
229,1967,2,,,,,,,,1960
230,1967,3,,,,,,,,1960
231,1967,4,,,,,,,,1960
232,1967,5,,,,,,,,1960
233,1967,6,,,,,,,,1960
234,1967,7,,,,,,,,1960
235,1967,8,,,,,,,,1960
236,1967,9,,,,,,,,1960
237,1967,10,,,,,,,,1960
238,1967,11,,,,,,,,1960
239,1967,12,,,,,,,,1960
240,1968,1,,,,,,,,1960
241,1968,2,,,,,,,,1960
242,1968,3,,,,,,,,1960
243,1968,4,,,,,,,,1960
244,1968,5,,,,,,,,1960
245,1968,6,,,,,,,,1960
246,1968,7,,,,,,,,1960
247,1968,8,,,,,,,,1960
248,1968,9,,,,,,,,1960
249,1968,10,,,,,,,,1960
250,1968,11,,,,,,,,1960
251,1968,12,,,,,,,,1960
252,1969,1,,,,,,,,1960
253,1969,2,,,,,,,,1960
254,1969,3,,,,,,,,1960
255,1969,4,,,,,,,,1960
256,1969,5,,,,,,,,1960
257,1969,6,,,,,,,,1960
258,1969,7,,,,,,,,1960
259,1969,8,,,,,,,,1960
260,1969,9,,,,,,,,1960
261,1969,10,,,,,,,,1960
262,1969,11,,,,,,,,1960
263,1969,12,,,,,,,,1960
264,1970,1,,,,,,,,1970
265,1970,2,,,,,,,,1970
266,1970,3,,,,,,,,1970
267,1970,4,,,,,,,,1970
268,1970,5,,,,,,,,1970
269,1970,6,,,,,,,,1970
270,1970,7,,,,,,,,1970
271,1970,8,,,,,,,,1970
272,1970,9,,,,,,,,1970
273,1970,10,,,,,,,,1970
274,1970,11,,,,,,,,1970
275,1970,12,,,,,,,,1970
276,1971,1,,,,,,,,1970
277,1971,2,,,,,,,,1970
278,1971,3,,,,,,,,1970
279,1971,4,,,,,,,,1970
280,1971,5,,,,,,,,1970
281,1971,6,,,,,,,,1970
282,1971,7,,,,,,,,1970
283,1971,8,,,,,,,,1970
284,1971,9,,,,,,,,1970
285,1971,10,,,,,,,,1970
286,1971,11,,,,,,,,1970
287,1971,12,,,,,,,,1970
288,1972,1,,,,,,,,1970
289,1972,2,,,,,,,,1970
290,1972,3,,,,,,,,1970
291,1972,4,,,,,,,,1970
292,1972,5,,,,,,,,1970
293,1972,6,,,,,,,,1970
294,1972,7,,,,,,,,1970
295,1972,8,,,,,,,,1970
296,1972,9,,,,,,,,1970
297,1972,10,,,,,,,,1970
298,1972,11,,,,,,,,1970
299,1972,12,,,,,,,,1970
300,1973,1,298.7055555555555,,292.59444444444443,100.0,,,25.0,1970
301,1973,2,299.26111111111106,,290.92777777777775,97.0,30.68,,25.0,1970
302,1973,3,301.4833333333333,,295.3722222222222,100.0,29.98,,29.0,1970
303,1973,4,303.7055555555555,,295.92777777777775,97.0,,,29.0,1970
304,1973,5,309.26111111111106,,298.15,97.0,29.9,,22.0,1970
305,1973,6,306.4833333333333,,298.7055555555555,100.0,,,28.0,1970
306,1973,7,308.15,,299.26111111111106,97.0,,,21.0,1970
307,1973,8,307.0388888888889,,299.26111111111106,100.0,30.01,,21.0,1970
308,1973,9,306.4833333333333,,299.81666666666666,100.0,,,37.0,1970
309,1973,10,305.92777777777775,,298.15,100.0,,,29.0,1970
310,1973,11,305.3722222222222,,298.15,94.0,,,24.0,1970
311,1973,12,299.81666666666666,,293.7055555555555,93.0,30.27,,29.0,1970
312,1974,1,299.26111111111106,,293.7055555555555,100.0,,,23.0,1970
313,1974,2,299.81666666666666,,293.15,97.0,,,31.0,1970
314,1974,3,305.92777777777775,,294.26111111111106,97.0,,,29.0,1970
315,1974,4,304.81666666666666,,295.92777777777775,100.0,,,25.0,1970
316,1974,5,306.4833333333333,,298.7055555555555,100.0,,,23.0,1970
317,1974,6,309.26111111111106,,298.7055555555555,97.0,30.01,,29.0,1970
318,1974,7,309.26111111111106,,299.26111111111106,97.0,,,29.0,1970
319,1974,8,308.15,,299.26111111111106,100.0,30.27,,21.0,1970
320,1974,9,307.0388888888889,,299.26111111111106,100.0,,,23.0,1970
321,1974,10,304.81666666666666,,296.4833333333333,100.0,,,22.0,1970
322,1974,11,301.4833333333333,,296.4833333333333,97.0,30.89,,58.0,1970
323,1974,12,301.4833333333333,,294.81666666666666,100.0,29.53,,23.0,1970
324,1975,1,301.4833333333333,,294.81666666666666,100.0,,,29.0,1970
325,1975,2,299.81666666666666,,294.81666666666666,100.0,,,25.0,1970
326,1975,3,303.7055555555555,,296.4833333333333,100.0,30.12,,28.0,1970
327,1975,4,303.7055555555555,,296.4833333333333,100.0,,,25.0,1970
328,1975,5,304.81666666666666,,297.0388888888889,100.0,,,22.0,1970
329,1975,6,307.59444444444443,,298.15,100.0,,,26.0,1970
330,1975,7,309.26111111111106,,298.15,97.0,,,18.0,1970
331,1975,8,307.59444444444443,,298.7055555555555,100.0,30.27,,22.0,1970
332,1975,9,308.15,,299.26111111111106,100.0,30.1,,29.0,1970
333,1975,10,305.3722222222222,,296.4833333333333,100.0,30.11,,25.0,1970
334,1975,11,303.15,,295.3722222222222,100.0,30.19,,33.0,1970
335,1975,12,298.7055555555555,,292.59444444444443,100.0,30.27,,25.0,1970
336,1976,1,297.0388888888889,,293.15,100.0,31.12,,29.0,1970
337,1976,2,300.92777777777775,,291.4833333333333,93.0,30.49,,37.0,1970
338,1976,3,301.4833333333333,,294.26111111111106,97.0,30.27,,25.0,1970
339,1976,4,301.4833333333333,,294.26111111111106,97.0,30.27,,28.0,1970
340,1976,5,305.3722222222222,,296.4833333333333,96.0,29.92,,23.0,1970
341,1976,6,306.4833333333333,,299.26111111111106,100.0,29.96,,31.0,1970
342,1976,7,308.15,,299.26111111111106,100.0,30.17,,26.0,1970
343,1976,8,309.81666666666666,,298.15,97.0,30.05,,23.0,1970
344,1976,9,308.15,,297.0388888888889,100.0,29.83,,23.0,1970
345,1976,10,302.0388888888889,,294.26111111111106,100.0,,,25.0,1970
346,1976,11,300.3722222222222,,291.4833333333333,100.0,30.26,,26.0,1970
347,1976,12,294.81666666666666,,290.3722222222222,97.0,,,26.0,1970
348,1977,1,298.7055555555555,,288.7055555555555,100.0,,,25.0,1970
349,1977,2,300.92777777777775,,291.4833333333333,97.0,,,28.0,1970
350,1977,3,302.0388888888889,,293.7055555555555,100.0,,,29.0,1970
351,1977,4,300.92777777777775,,295.3722222222222,100.0,,,23.0,1970
352,1977,5,307.59444444444443,,298.15,100.0,,,24.0,1970
